Evidence_ID,Cost_Ownership_Line_ID,Project_ID,Activity_ID,Reporting_Month,Evidence_Date,Measurement_Method,Evidence_Type,Incremental_Earned_Pct,Cumulative_Completion_Pct,Accepted_Quantity_Units,Quantity_Basis,Earned_Value_USD,Source
EVID-CL0087-2025-07,CL0087,P04,P04-A3,2025-07,2025-07-31,WORKDAY_SPREAD,SYNTHETIC_ENGINEER_PROGRESS_ASSESSMENT,100,100,,,134750.00,SYNTHETIC_SCENARIO_V1
EVID-CL0088-2025-08,CL0088,P04,P04-A4,2025-08,2025-08-31,WORKDAY_SPREAD,SYNTHETIC_ENGINEER_PROGRESS_ASSESSMENT,44,44,,,27527.72,SYNTHETIC_SCENARIO_V1
EVID-CL0088-2025-09,CL0088,P04,P04-A4,2025-09,2025-09-30,WORKDAY_SPREAD,SYNTHETIC_ENGINEER_PROGRESS_ASSESSMENT,56,100,,,35035.28,SYNTHETIC_SCENARIO_V1
EVID-CL0089-2025-09,CL0089,P04,P04-A4b,2025-09,2025-09-30,WORKDAY_SPREAD,SYNTHETIC_ENGINEER_PROGRESS_ASSESSMENT,53,53,,,33157.86,SYNTHETIC_SCENARIO_V1
EVID-CL0089-2025-10,CL0089,P04,P04-A4b,2025-10,2025-10-31,WORKDAY_SPREAD,SYNTHETIC_ENGINEER_PROGRESS_ASSESSMENT,47,100,,,29404.14,SYNTHETIC_SCENARIO_V1
EVID-CL0090-2026-03,CL0090,P04,P04-A15,2026-03,2026-03-31,FINAL_GATE,SYNTHETIC_ACCEPTANCE_RECORD,100,100,,,125125.00,SYNTHETIC_SCENARIO_V1
EVID-CL0091-2025-08,CL0091,P04,P04-A5,2025-08,2025-08-31,WORKDAY_SPREAD,SYNTHETIC_ENGINEER_PROGRESS_ASSESSMENT,6,6,,,4042.50,SYNTHETIC_SCENARIO_V1
EVID-CL0091-2025-09,CL0091,P04,P04-A5,2025-09,2025-09-30,WORKDAY_SPREAD,SYNTHETIC_ENGINEER_PROGRESS_ASSESSMENT,94,100,,,63332.50,SYNTHETIC_SCENARIO_V1
EVID-CL0092-2025-09,CL0092,P04,P04-A5b,2025-09,2025-09-30,WORKDAY_SPREAD,SYNTHETIC_ENGINEER_PROGRESS_ASSESSMENT,60,60,,,40425.00,SYNTHETIC_SCENARIO_V1
EVID-CL0092-2025-10,CL0092,P04,P04-A5b,2025-10,2025-10-31,WORKDAY_SPREAD,SYNTHETIC_ENGINEER_PROGRESS_ASSESSMENT,40,100,,,26950.00,SYNTHETIC_SCENARIO_V1
EVID-CL0093-2025-10,CL0093,P04,P04-A5c,2025-10,2025-10-31,WORKDAY_SPREAD,SYNTHETIC_ENGINEER_PROGRESS_ASSESSMENT,100,100,,,125125.00,SYNTHETIC_SCENARIO_V1
EVID-CL0094-2025-11,CL0094,P04,P04-A6,2025-11,2025-11-30,WORKDAY_SPREAD,SYNTHETIC_ENGINEER_PROGRESS_ASSESSMENT,100,100,,,125125.00,SYNTHETIC_SCENARIO_V1
EVID-CL0095-2025-11,CL0095,P04,P04-A7,2025-11,2025-11-30,WORKDAY_SPREAD,SYNTHETIC_ENGINEER_PROGRESS_ASSESSMENT,100,100,,,247592.00,SYNTHETIC_SCENARIO_V1
EVID-CL0096-2025-11,CL0096,P04,P04-A8,2025-11,2025-11-30,WORKDAY_SPREAD,SYNTHETIC_ENGINEER_PROGRESS_ASSESSMENT,20,20,,,49518.40,SYNTHETIC_SCENARIO_V1
EVID-CL0096-2025-12,CL0096,P04,P04-A8,2025-12,2025-12-31,WORKDAY_SPREAD,SYNTHETIC_ENGINEER_PROGRESS_ASSESSMENT,80,100,,,198073.60,SYNTHETIC_SCENARIO_V1
EVID-CL0097-2025-12,CL0097,P04,P04-A9,2025-12,2025-12-31,WORKDAY_SPREAD,SYNTHETIC_ENGINEER_PROGRESS_ASSESSMENT,100,100,,,247592.00,SYNTHETIC_SCENARIO_V1
EVID-CL0098-2026-01,CL0098,P04,P04-A12,2026-01,2026-01-31,WORKDAY_FALLBACK,SYNTHETIC_QUANTITY_ACCEPTANCE_100_UNITS,15,15,15,SYNTHETIC 100-unit progress index; not a field measurement,185693.70,SYNTHETIC_SCENARIO_V1
EVID-CL0098-2026-02,CL0098,P04,P04-A12,2026-02,2026-02-28,WORKDAY_FALLBACK,SYNTHETIC_QUANTITY_ACCEPTANCE_100_UNITS,85,100,100,SYNTHETIC 100-unit progress index; not a field measurement,1052264.30,SYNTHETIC_SCENARIO_V1
EVID-CL0099-2026-02,CL0099,P04,P04-A13,2026-02,2026-02-28,WORKDAY_FALLBACK,SYNTHETIC_QUANTITY_ACCEPTANCE_100_UNITS,10,10,10,SYNTHETIC 100-unit progress index; not a field measurement,24759.20,SYNTHETIC_SCENARIO_V1
EVID-CL0099-2026-03,CL0099,P04,P04-A13,2026-03,2026-03-31,WORKDAY_FALLBACK,SYNTHETIC_QUANTITY_ACCEPTANCE_100_UNITS,90,100,100,SYNTHETIC 100-unit progress index; not a field measurement,222832.80,SYNTHETIC_SCENARIO_V1
EVID-CL0100-2026-03,CL0100,P04,P04-A14,2026-03,2026-03-31,WORKDAY_SPREAD,SYNTHETIC_ENGINEER_PROGRESS_ASSESSMENT,100,100,,,247591.00,SYNTHETIC_SCENARIO_V1
EVID-CL0102-2025-12,CL0102,P04,P04-A10,2025-12,2025-12-31,WORKDAY_FALLBACK,SYNTHETIC_QUANTITY_ACCEPTANCE_100_UNITS,20,20,20,SYNTHETIC 100-unit progress index; not a field measurement,162800.00,SYNTHETIC_SCENARIO_V1
EVID-CL0102-2026-01,CL0102,P04,P04-A10,2026-01,2026-01-31,WORKDAY_FALLBACK,SYNTHETIC_QUANTITY_ACCEPTANCE_100_UNITS,80,100,100,SYNTHETIC 100-unit progress index; not a field measurement,651200.00,SYNTHETIC_SCENARIO_V1
EVID-CL0103-2026-01,CL0103,P04,P04-A11,2026-01,2026-01-31,WORKDAY_FALLBACK,SYNTHETIC_QUANTITY_ACCEPTANCE_100_UNITS,100,100,100,SYNTHETIC 100-unit progress index; not a field measurement,284900.00,SYNTHETIC_SCENARIO_V1
EVID-CL0106-2025-03,CL0106,P05,P05-A1,2025-03,2025-03-31,WORKDAY_SPREAD,SYNTHETIC_ENGINEER_PROGRESS_ASSESSMENT,66,66,,,63492.00,SYNTHETIC_SCENARIO_V1
EVID-CL0106-2025-04,CL0106,P05,P05-A1,2025-04,2025-04-30,WORKDAY_SPREAD,SYNTHETIC_ENGINEER_PROGRESS_ASSESSMENT,34,100,,,32708.00,SYNTHETIC_SCENARIO_V1
EVID-CL0107-2025-09,CL0107,P05,P05-A8,2025-09,2025-09-30,FINAL_GATE,SYNTHETIC_ACCEPTANCE_RECORD,100,100,,,192400.00,SYNTHETIC_SCENARIO_V1
EVID-CL0108-2025-04,CL0108,P05,P05-A2,2025-04,2025-04-30,WORKDAY_FALLBACK,SYNTHETIC_QUANTITY_ACCEPTANCE_100_UNITS,100,100,100,SYNTHETIC 100-unit progress index; not a field measurement,155400.00,SYNTHETIC_SCENARIO_V1
EVID-CL0109-2025-04,CL0109,P05,P05-A3,2025-04,2025-04-30,WORKDAY_FALLBACK,SYNTHETIC_QUANTITY_ACCEPTANCE_100_UNITS,46,46,46,SYNTHETIC 100-unit progress index; not a field measurement,91908.00,SYNTHETIC_SCENARIO_V1
EVID-CL0109-2025-05,CL0109,P05,P05-A3,2025-05,2025-05-31,WORKDAY_FALLBACK,SYNTHETIC_QUANTITY_ACCEPTANCE_100_UNITS,54,100,100,SYNTHETIC 100-unit progress index; not a field measurement,107892.00,SYNTHETIC_SCENARIO_V1
EVID-CL0110-2025-05,CL0110,P05,P05-A4,2025-05,2025-05-31,WORKDAY_SPREAD,SYNTHETIC_ENGINEER_PROGRESS_ASSESSMENT,60,60,,,93240.00,SYNTHETIC_SCENARIO_V1
EVID-CL0110-2025-06,CL0110,P05,P05-A4,2025-06,2025-06-30,WORKDAY_SPREAD,SYNTHETIC_ENGINEER_PROGRESS_ASSESSMENT,40,100,,,62160.00,SYNTHETIC_SCENARIO_V1
EVID-CL0111-2025-06,CL0111,P05,P05-A4b,2025-06,2025-06-30,WORKDAY_SPREAD,SYNTHETIC_ENGINEER_PROGRESS_ASSESSMENT,100,100,,,155400.00,SYNTHETIC_SCENARIO_V1
EVID-CL0112-2025-07,CL0112,P05,P05-A10,2025-07,2025-07-31,WORKDAY_SPREAD,SYNTHETIC_ENGINEER_PROGRESS_ASSESSMENT,20,20,,,31080.00,SYNTHETIC_SCENARIO_V1
EVID-CL0112-2025-08,CL0112,P05,P05-A10,2025-08,2025-08-31,WORKDAY_SPREAD,SYNTHETIC_ENGINEER_PROGRESS_ASSESSMENT,80,100,,,124320.00,SYNTHETIC_SCENARIO_V1
EVID-CL0113-2025-06,CL0113,P05,P05-A5,2025-06,2025-06-30,WORKDAY_SPREAD,SYNTHETIC_ENGINEER_PROGRESS_ASSESSMENT,100,100,,,116550.00,SYNTHETIC_SCENARIO_V1
EVID-CL0114-2025-06,CL0114,P05,P05-A5b,2025-06,2025-06-30,WORKDAY_SPREAD,SYNTHETIC_ENGINEER_PROGRESS_ASSESSMENT,50,50,,,58275.00,SYNTHETIC_SCENARIO_V1
EVID-CL0114-2025-07,CL0114,P05,P05-A5b,2025-07,2025-07-31,WORKDAY_SPREAD,SYNTHETIC_ENGINEER_PROGRESS_ASSESSMENT,50,100,,,58275.00,SYNTHETIC_SCENARIO_V1
EVID-CL0115-2025-07,CL0115,P05,P05-A5c,2025-07,2025-07-31,WORKDAY_SPREAD,SYNTHETIC_ENGINEER_PROGRESS_ASSESSMENT,100,100,,,72150.00,SYNTHETIC_SCENARIO_V1
EVID-CL0116-2025-08,CL0116,P05,P05-A11,2025-08,2025-08-31,PROCUREMENT_20_30_30_20,SYNTHETIC_PROCUREMENT_STAGE_LOG,80,80,,,230880.00,SYNTHETIC_SCENARIO_V1
EVID-CL0116-2025-09,CL0116,P05,P05-A11,2025-09,2025-09-30,PROCUREMENT_20_30_30_20,SYNTHETIC_PROCUREMENT_STAGE_LOG,20,100,,,57720.00,SYNTHETIC_SCENARIO_V1
EVID-CL0117-2025-07,CL0117,P05,P05-A6,2025-07,2025-07-31,WORKDAY_SPREAD,SYNTHETIC_ENGINEER_PROGRESS_ASSESSMENT,20,20,,,14430.00,SYNTHETIC_SCENARIO_V1
EVID-CL0117-2025-08,CL0117,P05,P05-A6,2025-08,2025-08-31,WORKDAY_SPREAD,SYNTHETIC_ENGINEER_PROGRESS_ASSESSMENT,80,100,,,57720.00,SYNTHETIC_SCENARIO_V1
EVID-CL0118-2025-07,CL0118,P05,P05-A7,2025-07,2025-07-31,WORKDAY_SPREAD,SYNTHETIC_ENGINEER_PROGRESS_ASSESSMENT,12,12,,,28869.84,SYNTHETIC_SCENARIO_V1
EVID-CL0118-2025-08,CL0118,P05,P05-A7,2025-08,2025-08-31,WORKDAY_SPREAD,SYNTHETIC_ENGINEER_PROGRESS_ASSESSMENT,53,65,,,127508.46,SYNTHETIC_SCENARIO_V1
EVID-CL0118-2025-09,CL0118,P05,P05-A7,2025-09,2025-09-30,WORKDAY_SPREAD,SYNTHETIC_ENGINEER_PROGRESS_ASSESSMENT,35,100,,,84203.70,SYNTHETIC_SCENARIO_V1
EVID-CL0119-2025-08,CL0119,P05,P05-A9,2025-08,2025-08-31,WORKDAY_SPREAD,SYNTHETIC_ENGINEER_PROGRESS_ASSESSMENT,70,70,,,168407.40,SYNTHETIC_SCENARIO_V1
EVID-CL0119-2025-09,CL0119,P05,P05-A9,2025-09,2025-09-30,WORKDAY_SPREAD,SYNTHETIC_ENGINEER_PROGRESS_ASSESSMENT,30,100,,,72174.60,SYNTHETIC_SCENARIO_V1
EVID-CL0120-2025-09,CL0120,P05,P05-A12a,2025-09,2025-09-30,WORKDAY_FALLBACK,SYNTHETIC_QUANTITY_ACCEPTANCE_100_UNITS,29,29,29,SYNTHETIC 100-unit progress index; not a field measurement,348844.19,SYNTHETIC_SCENARIO_V1
EVID-CL0120-2025-10,CL0120,P05,P05-A12a,2025-10,2025-10-31,WORKDAY_FALLBACK,SYNTHETIC_QUANTITY_ACCEPTANCE_100_UNITS,41,70,70,SYNTHETIC 100-unit progress index; not a field measurement,493193.51,SYNTHETIC_SCENARIO_V1
EVID-CL0120-2025-11,CL0120,P05,P05-A12a,2025-11,2025-11-30,WORKDAY_FALLBACK,SYNTHETIC_QUANTITY_ACCEPTANCE_100_UNITS,30,100,100,SYNTHETIC 100-unit progress index; not a field measurement,360873.30,SYNTHETIC_SCENARIO_V1
EVID-CL0121-2025-09,CL0121,P05,P05-AFIRST,2025-09,2025-09-30,WORKDAY_FALLBACK,SYNTHETIC_QUANTITY_ACCEPTANCE_100_UNITS,100,100,100,SYNTHETIC 100-unit progress index; not a field measurement,721747.00,SYNTHETIC_SCENARIO_V1
EVID-CL0122-2025-10,CL0122,P05,P05-A13a,2025-10,2025-10-31,WORKDAY_FALLBACK,SYNTHETIC_QUANTITY_ACCEPTANCE_100_UNITS,34,34,34,SYNTHETIC 100-unit progress index; not a field measurement,408989.74,SYNTHETIC_SCENARIO_V1
EVID-CL0122-2025-11,CL0122,P05,P05-A13a,2025-11,2025-11-30,WORKDAY_FALLBACK,SYNTHETIC_QUANTITY_ACCEPTANCE_100_UNITS,36,70,70,SYNTHETIC 100-unit progress index; not a field measurement,433047.96,SYNTHETIC_SCENARIO_V1
EVID-CL0122-2025-12,CL0122,P05,P05-A13a,2025-12,2025-12-31,WORKDAY_FALLBACK,SYNTHETIC_QUANTITY_ACCEPTANCE_100_UNITS,30,100,100,SYNTHETIC 100-unit progress index; not a field measurement,360873.30,SYNTHETIC_SCENARIO_V1
EVID-CL0123-2025-11,CL0123,P05,P05-A14a,2025-11,2025-11-30,WORKDAY_FALLBACK,SYNTHETIC_QUANTITY_ACCEPTANCE_100_UNITS,34,34,34,SYNTHETIC 100-unit progress index; not a field measurement,408989.74,SYNTHETIC_SCENARIO_V1
EVID-CL0123-2025-12,CL0123,P05,P05-A14a,2025-12,2025-12-31,WORKDAY_FALLBACK,SYNTHETIC_QUANTITY_ACCEPTANCE_100_UNITS,42,76,76,SYNTHETIC 100-unit progress index; not a field measurement,505222.62,SYNTHETIC_SCENARIO_V1
EVID-CL0123-2026-01,CL0123,P05,P05-A14a,2026-01,2026-01-31,WORKDAY_FALLBACK,SYNTHETIC_QUANTITY_ACCEPTANCE_100_UNITS,24,100,100,SYNTHETIC 100-unit progress index; not a field measurement,288698.64,SYNTHETIC_SCENARIO_V1
EVID-CL0124-2025-12,CL0124,P05,P05-A15a,2025-12,2025-12-31,WORKDAY_FALLBACK,SYNTHETIC_QUANTITY_ACCEPTANCE_100_UNITS,40,40,40,SYNTHETIC 100-unit progress index; not a field measurement,481164.40,SYNTHETIC_SCENARIO_V1
EVID-CL0124-2026-01,CL0124,P05,P05-A15a,2026-01,2026-01-31,WORKDAY_FALLBACK,SYNTHETIC_QUANTITY_ACCEPTANCE_100_UNITS,40,80,80,SYNTHETIC 100-unit progress index; not a field measurement,481164.40,SYNTHETIC_SCENARIO_V1
EVID-CL0124-2026-02,CL0124,P05,P05-A15a,2026-02,2026-02-28,WORKDAY_FALLBACK,SYNTHETIC_QUANTITY_ACCEPTANCE_100_UNITS,20,100,100,SYNTHETIC 100-unit progress index; not a field measurement,240582.20,SYNTHETIC_SCENARIO_V1
EVID-CL0126-2025-09,CL0126,P05,P05-A12b,2025-09,2025-09-30,WORKDAY_FALLBACK,SYNTHETIC_QUANTITY_ACCEPTANCE_100_UNITS,1,1,1,SYNTHETIC 100-unit progress index; not a field measurement,3796.20,SYNTHETIC_SCENARIO_V1
EVID-CL0126-2025-10,CL0126,P05,P05-A12b,2025-10,2025-10-31,WORKDAY_FALLBACK,SYNTHETIC_QUANTITY_ACCEPTANCE_100_UNITS,42,43,43,SYNTHETIC 100-unit progress index; not a field measurement,159440.40,SYNTHETIC_SCENARIO_V1
EVID-CL0126-2025-11,CL0126,P05,P05-A12b,2025-11,2025-11-30,WORKDAY_FALLBACK,SYNTHETIC_QUANTITY_ACCEPTANCE_100_UNITS,37,80,80,SYNTHETIC 100-unit progress index; not a field measurement,140459.40,SYNTHETIC_SCENARIO_V1
EVID-CL0126-2025-12,CL0126,P05,P05-A12b,2025-12,2025-12-31,WORKDAY_FALLBACK,SYNTHETIC_QUANTITY_ACCEPTANCE_100_UNITS,20,100,100,SYNTHETIC 100-unit progress index; not a field measurement,75924.00,SYNTHETIC_SCENARIO_V1
EVID-CL0127-2025-10,CL0127,P05,P05-A13b,2025-10,2025-10-31,WORKDAY_FALLBACK,SYNTHETIC_QUANTITY_ACCEPTANCE_100_UNITS,7,7,7,SYNTHETIC 100-unit progress index; not a field measurement,26573.40,SYNTHETIC_SCENARIO_V1
EVID-CL0127-2025-11,CL0127,P05,P05-A13b,2025-11,2025-11-30,WORKDAY_FALLBACK,SYNTHETIC_QUANTITY_ACCEPTANCE_100_UNITS,36,43,43,SYNTHETIC 100-unit progress index; not a field measurement,136663.20,SYNTHETIC_SCENARIO_V1
EVID-CL0127-2025-12,CL0127,P05,P05-A13b,2025-12,2025-12-31,WORKDAY_FALLBACK,SYNTHETIC_QUANTITY_ACCEPTANCE_100_UNITS,42,85,85,SYNTHETIC 100-unit progress index; not a field measurement,159440.40,SYNTHETIC_SCENARIO_V1
EVID-CL0127-2026-01,CL0127,P05,P05-A13b,2026-01,2026-01-31,WORKDAY_FALLBACK,SYNTHETIC_QUANTITY_ACCEPTANCE_100_UNITS,15,100,100,SYNTHETIC 100-unit progress index; not a field measurement,56943.00,SYNTHETIC_SCENARIO_V1
EVID-CL0128-2025-11,CL0128,P05,P05-A14b,2025-11,2025-11-30,WORKDAY_FALLBACK,SYNTHETIC_QUANTITY_ACCEPTANCE_100_UNITS,7,7,7,SYNTHETIC 100-unit progress index; not a field measurement,26573.40,SYNTHETIC_SCENARIO_V1
EVID-CL0128-2025-12,CL0128,P05,P05-A14b,2025-12,2025-12-31,WORKDAY_FALLBACK,SYNTHETIC_QUANTITY_ACCEPTANCE_100_UNITS,42,49,49,SYNTHETIC 100-unit progress index; not a field measurement,159440.40,SYNTHETIC_SCENARIO_V1
EVID-CL0128-2026-01,CL0128,P05,P05-A14b,2026-01,2026-01-31,WORKDAY_FALLBACK,SYNTHETIC_QUANTITY_ACCEPTANCE_100_UNITS,40,89,89,SYNTHETIC 100-unit progress index; not a field measurement,151848.00,SYNTHETIC_SCENARIO_V1
EVID-CL0128-2026-02,CL0128,P05,P05-A14b,2026-02,2026-02-28,WORKDAY_FALLBACK,SYNTHETIC_QUANTITY_ACCEPTANCE_100_UNITS,11,100,100,SYNTHETIC 100-unit progress index; not a field measurement,41758.20,SYNTHETIC_SCENARIO_V1
EVID-CL0129-2025-12,CL0129,P05,P05-A15b,2025-12,2025-12-31,WORKDAY_FALLBACK,SYNTHETIC_QUANTITY_ACCEPTANCE_100_UNITS,12,12,12,SYNTHETIC 100-unit progress index; not a field measurement,45554.40,SYNTHETIC_SCENARIO_V1
EVID-CL0129-2026-01,CL0129,P05,P05-A15b,2026-01,2026-01-31,WORKDAY_FALLBACK,SYNTHETIC_QUANTITY_ACCEPTANCE_100_UNITS,40,52,52,SYNTHETIC 100-unit progress index; not a field measurement,151848.00,SYNTHETIC_SCENARIO_V1
EVID-CL0129-2026-02,CL0129,P05,P05-A15b,2026-02,2026-02-28,WORKDAY_FALLBACK,SYNTHETIC_QUANTITY_ACCEPTANCE_100_UNITS,37,89,89,SYNTHETIC 100-unit progress index; not a field measurement,140459.40,SYNTHETIC_SCENARIO_V1
EVID-CL0129-2026-03,CL0129,P05,P05-A15b,2026-03,2026-03-31,WORKDAY_FALLBACK,SYNTHETIC_QUANTITY_ACCEPTANCE_100_UNITS,11,100,100,SYNTHETIC 100-unit progress index; not a field measurement,41758.20,SYNTHETIC_SCENARIO_V1
EVID-CL0130-2026-01,CL0130,P05,P05-A12c,2026-01,2026-01-31,FINAL_GATE,SYNTHETIC_ACCEPTANCE_RECORD,100,100,,,138750.00,SYNTHETIC_SCENARIO_V1
EVID-CL0131-2026-02,CL0131,P05,P05-A13c,2026-02,2026-02-28,FINAL_GATE,SYNTHETIC_ACCEPTANCE_RECORD,100,100,,,138750.00,SYNTHETIC_SCENARIO_V1
EVID-CL0132-2026-02,CL0132,P05,P05-A14c,2026-02,2026-02-28,FINAL_GATE,SYNTHETIC_ACCEPTANCE_RECORD,100,100,,,138750.00,SYNTHETIC_SCENARIO_V1
EVID-CL0133-2026-03,CL0133,P05,P05-A15c,2026-03,2026-03-31,FINAL_GATE,SYNTHETIC_ACCEPTANCE_RECORD,100,100,,,138750.00,SYNTHETIC_SCENARIO_V1
EVID-CL0136-2025-08,CL0136,P06,P06-A1,2025-08,2025-08-31,WORKDAY_SPREAD,SYNTHETIC_ENGINEER_PROGRESS_ASSESSMENT,86,86,,,65274.00,SYNTHETIC_SCENARIO_V1
EVID-CL0136-2025-09,CL0136,P06,P06-A1,2025-09,2025-09-30,WORKDAY_SPREAD,SYNTHETIC_ENGINEER_PROGRESS_ASSESSMENT,14,100,,,10626.00,SYNTHETIC_SCENARIO_V1
EVID-CL0137-2025-12,CL0137,P06,P06-A10,2025-12,2025-12-31,WORKDAY_SPREAD,SYNTHETIC_ENGINEER_PROGRESS_ASSESSMENT,40,40,,,30360.00,SYNTHETIC_SCENARIO_V1
EVID-CL0137-2026-01,CL0137,P06,P06-A10,2026-01,2026-01-31,WORKDAY_SPREAD,SYNTHETIC_ENGINEER_PROGRESS_ASSESSMENT,60,100,,,45540.00,SYNTHETIC_SCENARIO_V1
EVID-CL0138-2025-09,CL0138,P06,P06-A2,2025-09,2025-09-30,WORKDAY_SPREAD,SYNTHETIC_ENGINEER_PROGRESS_ASSESSMENT,100,100,,,124200.00,SYNTHETIC_SCENARIO_V1
EVID-CL0139-2025-09,CL0139,P06,P06-A3,2025-09,2025-09-30,WORKDAY_SPREAD,SYNTHETIC_ENGINEER_PROGRESS_ASSESSMENT,50,50,,,132825.00,SYNTHETIC_SCENARIO_V1
EVID-CL0139-2025-10,CL0139,P06,P06-A3,2025-10,2025-10-31,WORKDAY_SPREAD,SYNTHETIC_ENGINEER_PROGRESS_ASSESSMENT,50,100,,,132825.00,SYNTHETIC_SCENARIO_V1
EVID-CL0140-2025-10,CL0140,P06,P06-A4,2025-10,2025-10-31,WORKDAY_SPREAD,SYNTHETIC_ENGINEER_PROGRESS_ASSESSMENT,40,40,,,49335.20,SYNTHETIC_SCENARIO_V1
EVID-CL0140-2025-11,CL0140,P06,P06-A4,2025-11,2025-11-30,WORKDAY_SPREAD,SYNTHETIC_ENGINEER_PROGRESS_ASSESSMENT,60,100,,,74002.80,SYNTHETIC_SCENARIO_V1
EVID-CL0141-2025-11,CL0141,P06,P06-A4b,2025-11,2025-11-30,WORKDAY_SPREAD,SYNTHETIC_ENGINEER_PROGRESS_ASSESSMENT,80,80,,,98670.40,SYNTHETIC_SCENARIO_V1
EVID-CL0141-2025-12,CL0141,P06,P06-A4b,2025-12,2025-12-31,WORKDAY_SPREAD,SYNTHETIC_ENGINEER_PROGRESS_ASSESSMENT,20,100,,,24667.60,SYNTHETIC_SCENARIO_V1
EVID-CL0142-2025-12,CL0142,P06,P06-A7,2025-12,2025-12-31,WORKDAY_SPREAD,SYNTHETIC_ENGINEER_PROGRESS_ASSESSMENT,30,30,,,37001.10,SYNTHETIC_SCENARIO_V1
EVID-CL0142-2026-01,CL0142,P06,P06-A7,2026-01,2026-01-31,WORKDAY_SPREAD,SYNTHETIC_ENGINEER_PROGRESS_ASSESSMENT,70,100,,,86335.90,SYNTHETIC_SCENARIO_V1
EVID-CL0143-2025-12,CL0143,P06,P06-A8,2025-12,2025-12-31,WORKDAY_SPREAD,SYNTHETIC_ENGINEER_PROGRESS_ASSESSMENT,40,40,,,49334.80,SYNTHETIC_SCENARIO_V1
EVID-CL0143-2026-01,CL0143,P06,P06-A8,2026-01,2026-01-31,WORKDAY_SPREAD,SYNTHETIC_ENGINEER_PROGRESS_ASSESSMENT,60,100,,,74002.20,SYNTHETIC_SCENARIO_V1
EVID-CL0144-2025-11,CL0144,P06,P06-A5,2025-11,2025-11-30,WORKDAY_SPREAD,SYNTHETIC_ENGINEER_PROGRESS_ASSESSMENT,100,100,,,89700.00,SYNTHETIC_SCENARIO_V1
EVID-CL0145-2025-11,CL0145,P06,P06-A5b,2025-11,2025-11-30,WORKDAY_SPREAD,SYNTHETIC_ENGINEER_PROGRESS_ASSESSMENT,30,30,,,26910.00,SYNTHETIC_SCENARIO_V1
EVID-CL0145-2025-12,CL0145,P06,P06-A5b,2025-12,2025-12-31,WORKDAY_SPREAD,SYNTHETIC_ENGINEER_PROGRESS_ASSESSMENT,70,100,,,62790.00,SYNTHETIC_SCENARIO_V1
EVID-CL0146-2025-12,CL0146,P06,P06-A11,2025-12,2025-12-31,PROCUREMENT_20_30_30_20,SYNTHETIC_PROCUREMENT_STAGE_LOG,20,20,,,17940.00,SYNTHETIC_SCENARIO_V1
EVID-CL0146-2026-01,CL0146,P06,P06-A11,2026-01,2026-01-31,PROCUREMENT_20_30_30_20,SYNTHETIC_PROCUREMENT_STAGE_LOG,80,100,,,71760.00,SYNTHETIC_SCENARIO_V1
EVID-CL0147-2025-12,CL0147,P06,P06-A5c,2025-12,2025-12-31,WORKDAY_SPREAD,SYNTHETIC_ENGINEER_PROGRESS_ASSESSMENT,100,100,,,89700.00,SYNTHETIC_SCENARIO_V1
EVID-CL0148-2025-12,CL0148,P06,P06-A6,2025-12,2025-12-31,WORKDAY_SPREAD,SYNTHETIC_ENGINEER_PROGRESS_ASSESSMENT,60,60,,,53820.00,SYNTHETIC_SCENARIO_V1
EVID-CL0148-2026-01,CL0148,P06,P06-A6,2026-01,2026-01-31,WORKDAY_SPREAD,SYNTHETIC_ENGINEER_PROGRESS_ASSESSMENT,40,100,,,35880.00,SYNTHETIC_SCENARIO_V1
EVID-CL0149-2026-01,CL0149,P06,P06-A12,2026-01,2026-01-31,PROCUREMENT_20_30_30_20,SYNTHETIC_PROCUREMENT_STAGE_LOG,20,20,,,71760.00,SYNTHETIC_SCENARIO_V1
EVID-CL0149-2026-02,CL0149,P06,P06-A12,2026-02,2026-02-28,PROCUREMENT_20_30_30_20,SYNTHETIC_PROCUREMENT_STAGE_LOG,30,50,,,107640.00,SYNTHETIC_SCENARIO_V1
EVID-CL0149-2026-03,CL0149,P06,P06-A12,2026-03,2026-03-31,PROCUREMENT_20_30_30_20,SYNTHETIC_PROCUREMENT_STAGE_LOG,30,80,,,107640.00,SYNTHETIC_SCENARIO_V1
EVID-CL0151-2025-12,CL0151,P06,P06-A15,2025-12,2025-12-31,WORKDAY_FALLBACK,SYNTHETIC_QUANTITY_ACCEPTANCE_100_UNITS,40,40,40,SYNTHETIC 100-unit progress index; not a field measurement,136378.80,SYNTHETIC_SCENARIO_V1
EVID-CL0151-2026-01,CL0151,P06,P06-A15,2026-01,2026-01-31,WORKDAY_FALLBACK,SYNTHETIC_QUANTITY_ACCEPTANCE_100_UNITS,60,100,100,SYNTHETIC 100-unit progress index; not a field measurement,204568.20,SYNTHETIC_SCENARIO_V1
EVID-CL0160-2026-01,CL0160,P06,P06-A9,2026-01,2026-01-31,WORKDAY_FALLBACK,SYNTHETIC_QUANTITY_ACCEPTANCE_100_UNITS,26,26,26,SYNTHETIC 100-unit progress index; not a field measurement,166707.58,SYNTHETIC_SCENARIO_V1
EVID-CL0160-2026-02,CL0160,P06,P06-A9,2026-02,2026-02-28,WORKDAY_FALLBACK,SYNTHETIC_QUANTITY_ACCEPTANCE_100_UNITS,67,93,93,SYNTHETIC 100-unit progress index; not a field measurement,429592.61,SYNTHETIC_SCENARIO_V1
