Cost_Entry_ID,Cost_Ownership_Line_ID,Project_ID,Activity_ID,Incurred_Date,Reporting_Month,Cost_Category,Incurred_Cost_USD,Transaction_Description,Source
AC-CL0001-2025-01,CL0001,P01,P01-A1,2025-01-31,2025-01,ENGINEERING_OR_FIELD,122100.00,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0071-2026-02,CL0071,P03,P03-A17,2026-02-28,2026-02,PROCUREMENT,349566.00,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0072-2026-02,CL0072,P03,P03-A18,2026-02-28,2026-02,ENGINEERING_OR_FIELD,383670.00,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0073-2026-02,CL0073,P03,P03-A19,2026-02-28,2026-02,PROCUREMENT,28420.00,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0073-2026-03,CL0073,P03,P03-A19,2026-03-31,2026-03,PROCUREMENT,1534680.00,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0076-2025-09,CL0076,P03,P03-A21,2025-09-30,2025-09,PROCUREMENT,3078.84,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0076-2025-10,CL0076,P03,P03-A21,2025-10-31,2025-10,PROCUREMENT,166257.36,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0077-2025-10,CL0077,P03,P03-A22,2025-10-31,2025-10,PROCUREMENT,12315.34,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0077-2025-11,CL0077,P03,P03-A22,2025-11-30,2025-11,PROCUREMENT,332514.18,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0077-2025-12,CL0077,P03,P03-A22,2025-12-31,2025-12,PROCUREMENT,332514.18,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0078-2025-12,CL0078,P03,P03-A23,2025-12-31,2025-12,PROCUREMENT,12315.32,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0078-2026-01,CL0078,P03,P03-A23,2026-01-31,2026-01,PROCUREMENT,665027.28,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0085-2025-06,CL0085,P04,P04-A1,2025-06-30,2025-06,ENGINEERING_OR_FIELD,92400.00,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0085-2025-09,CL0085,P04,P04-A1,2025-09-30,2025-09,ENGINEERING_OR_FIELD,2475.00,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0086-2025-06,CL0086,P04,P04-A2,2025-06-30,2025-06,ENGINEERING_OR_FIELD,36960.00,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0086-2025-07,CL0086,P04,P04-A2,2025-07-31,2025-07,ENGINEERING_OR_FIELD,55440.00,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0087-2025-07,CL0087,P04,P04-A3,2025-07-31,2025-07,ENGINEERING_OR_FIELD,154962.50,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0088-2025-08,CL0088,P04,P04-A4,2025-08-31,2025-08,ENGINEERING_OR_FIELD,31656.87,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0088-2025-09,CL0088,P04,P04-A4,2025-09-30,2025-09,ENGINEERING_OR_FIELD,40290.58,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0089-2025-09,CL0089,P04,P04-A4b,2025-09-30,2025-09,ENGINEERING_OR_FIELD,37136.80,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0089-2025-10,CL0089,P04,P04-A4b,2025-10-31,2025-10,ENGINEERING_OR_FIELD,32932.64,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0089-2025-11,CL0089,P04,P04-A4b,2025-11-30,2025-11,ENGINEERING_OR_FIELD,1876.86,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0090-2026-03,CL0090,P04,P04-A15,2026-03-31,2026-03,TESTING_ACCEPTANCE,140140.00,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0091-2025-08,CL0091,P04,P04-A5,2025-08-31,2025-08,ENGINEERING_OR_FIELD,4648.87,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0091-2025-09,CL0091,P04,P04-A5,2025-09-30,2025-09,ENGINEERING_OR_FIELD,70811.13,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0092-2025-09,CL0092,P04,P04-A5b,2025-09-30,2025-09,ENGINEERING_OR_FIELD,45276.00,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0092-2025-10,CL0092,P04,P04-A5b,2025-10-31,2025-10,ENGINEERING_OR_FIELD,30184.00,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0092-2026-01,CL0092,P04,P04-A5b,2026-01-31,2026-01,ENGINEERING_OR_FIELD,2021.25,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0093-2025-10,CL0093,P04,P04-A5c,2025-10-31,2025-10,ENGINEERING_OR_FIELD,140140.00,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0093-2025-12,CL0093,P04,P04-A5c,2025-12-31,2025-12,ENGINEERING_OR_FIELD,3753.75,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0094-2025-11,CL0094,P04,P04-A6,2025-11-30,2025-11,ENGINEERING_OR_FIELD,143893.75,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0095-2025-11,CL0095,P04,P04-A7,2025-11-30,2025-11,ENGINEERING_OR_FIELD,277303.04,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0096-2025-11,CL0096,P04,P04-A8,2025-11-30,2025-11,ENGINEERING_OR_FIELD,55460.60,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0096-2025-12,CL0096,P04,P04-A8,2025-12-31,2025-12,ENGINEERING_OR_FIELD,221842.44,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0096-2026-03,CL0096,P04,P04-A8,2026-03-31,2026-03,ENGINEERING_OR_FIELD,7427.76,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0097-2025-12,CL0097,P04,P04-A9,2025-12-31,2025-12,ENGINEERING_OR_FIELD,277303.04,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0098-2026-01,CL0098,P04,P04-A12,2026-01-31,2026-01,ENGINEERING_OR_FIELD,213547.75,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0098-2026-02,CL0098,P04,P04-A12,2026-02-28,2026-02,ENGINEERING_OR_FIELD,1172965.21,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0099-2026-02,CL0099,P04,P04-A13,2026-02-28,2026-02,ENGINEERING_OR_FIELD,27730.30,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0099-2026-03,CL0099,P04,P04-A13,2026-03-31,2026-03,ENGINEERING_OR_FIELD,249572.74,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0100-2026-03,CL0100,P04,P04-A14,2026-03-31,2026-03,ENGINEERING_OR_FIELD,277301.92,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0102-2025-12,CL0102,P04,P04-A10,2025-12-31,2025-12,ENGINEERING_OR_FIELD,182336.00,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0102-2026-01,CL0102,P04,P04-A10,2026-01-31,2026-01,ENGINEERING_OR_FIELD,729344.00,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0103-2026-01,CL0103,P04,P04-A11,2026-01-31,2026-01,ENGINEERING_OR_FIELD,319088.00,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0106-2025-03,CL0106,P05,P05-A1,2025-03-31,2025-03,ENGINEERING_OR_FIELD,71745.96,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0106-2025-04,CL0106,P05,P05-A1,2025-04-30,2025-04,ENGINEERING_OR_FIELD,38884.04,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0107-2025-09,CL0107,P05,P05-A8,2025-09-30,2025-09,TESTING_ACCEPTANCE,221260.00,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0107-2025-12,CL0107,P05,P05-A8,2025-12-31,2025-12,TESTING_ACCEPTANCE,5772.00,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0108-2025-04,CL0108,P05,P05-A2,2025-04-30,2025-04,ENGINEERING_OR_FIELD,178710.00,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0109-2025-04,CL0109,P05,P05-A3,2025-04-30,2025-04,ENGINEERING_OR_FIELD,105694.20,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0109-2025-05,CL0109,P05,P05-A3,2025-05-31,2025-05,ENGINEERING_OR_FIELD,124075.80,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0109-2025-08,CL0109,P05,P05-A3,2025-08-31,2025-08,ENGINEERING_OR_FIELD,5994.00,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0110-2025-05,CL0110,P05,P05-A4,2025-05-31,2025-05,ENGINEERING_OR_FIELD,107226.00,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0110-2025-06,CL0110,P05,P05-A4,2025-06-30,2025-06,ENGINEERING_OR_FIELD,71484.00,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0110-2025-11,CL0110,P05,P05-A4,2025-11-30,2025-11,ENGINEERING_OR_FIELD,4662.00,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0111-2025-06,CL0111,P05,P05-A4b,2025-06-30,2025-06,ENGINEERING_OR_FIELD,178710.00,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0112-2025-07,CL0112,P05,P05-A10,2025-07-31,2025-07,ENGINEERING_OR_FIELD,35742.00,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0112-2025-08,CL0112,P05,P05-A10,2025-08-31,2025-08,ENGINEERING_OR_FIELD,142968.00,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0112-2026-02,CL0112,P05,P05-A10,2026-02-28,2026-02,ENGINEERING_OR_FIELD,4662.00,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0113-2025-06,CL0113,P05,P05-A5,2025-06-30,2025-06,ENGINEERING_OR_FIELD,134032.50,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0113-2026-02,CL0113,P05,P05-A5,2026-02-28,2026-02,ENGINEERING_OR_FIELD,3496.50,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0114-2025-06,CL0114,P05,P05-A5b,2025-06-30,2025-06,ENGINEERING_OR_FIELD,67016.25,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0114-2025-07,CL0114,P05,P05-A5b,2025-07-31,2025-07,ENGINEERING_OR_FIELD,67016.25,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0115-2025-07,CL0115,P05,P05-A5c,2025-07-31,2025-07,ENGINEERING_OR_FIELD,82972.50,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0116-2025-07,CL0116,P05,P05-A11,2025-07-31,2025-07,PROCUREMENT,5772.00,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0116-2025-08,CL0116,P05,P05-A11,2025-08-31,2025-08,PROCUREMENT,265512.00,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0116-2025-09,CL0116,P05,P05-A11,2025-09-30,2025-09,PROCUREMENT,66378.00,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0117-2025-07,CL0117,P05,P05-A6,2025-07-31,2025-07,ENGINEERING_OR_FIELD,17027.40,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0117-2025-08,CL0117,P05,P05-A6,2025-08-31,2025-08,ENGINEERING_OR_FIELD,65945.10,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0117-2026-01,CL0117,P05,P05-A6,2026-01-31,2026-01,ENGINEERING_OR_FIELD,2164.50,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0118-2025-07,CL0118,P05,P05-A7,2025-07-31,2025-07,ENGINEERING_OR_FIELD,33200.31,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0118-2025-08,CL0118,P05,P05-A7,2025-08-31,2025-08,ENGINEERING_OR_FIELD,146634.73,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0118-2025-09,CL0118,P05,P05-A7,2025-09-30,2025-09,ENGINEERING_OR_FIELD,96834.26,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0118-2025-10,CL0118,P05,P05-A7,2025-10-31,2025-10,ENGINEERING_OR_FIELD,7217.46,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0119-2025-08,CL0119,P05,P05-A9,2025-08-31,2025-08,ENGINEERING_OR_FIELD,193668.51,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0119-2025-09,CL0119,P05,P05-A9,2025-09-30,2025-09,ENGINEERING_OR_FIELD,83000.79,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0120-2025-09,CL0120,P05,P05-A12a,2025-09-30,2025-09,ENGINEERING_OR_FIELD,401170.81,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0120-2025-10,CL0120,P05,P05-A12a,2025-10-31,2025-10,ENGINEERING_OR_FIELD,567172.54,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0120-2025-11,CL0120,P05,P05-A12a,2025-11-30,2025-11,ENGINEERING_OR_FIELD,415004.30,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0121-2025-09,CL0121,P05,P05-AFIRST,2025-09-30,2025-09,ENGINEERING_OR_FIELD,830009.05,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0122-2025-10,CL0122,P05,P05-A13a,2025-10-31,2025-10,ENGINEERING_OR_FIELD,470338.20,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0122-2025-11,CL0122,P05,P05-A13a,2025-11-30,2025-11,ENGINEERING_OR_FIELD,498005.15,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0122-2025-12,CL0122,P05,P05-A13a,2025-12-31,2025-12,ENGINEERING_OR_FIELD,415004.30,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0123-2025-11,CL0123,P05,P05-A14a,2025-11-30,2025-11,ENGINEERING_OR_FIELD,470338.20,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0123-2025-12,CL0123,P05,P05-A14a,2025-12-31,2025-12,ENGINEERING_OR_FIELD,581006.01,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0123-2026-01,CL0123,P05,P05-A14a,2026-01-31,2026-01,ENGINEERING_OR_FIELD,368090.77,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0124-2025-12,CL0124,P05,P05-A15a,2025-12-31,2025-12,ENGINEERING_OR_FIELD,553339.06,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0124-2026-01,CL0124,P05,P05-A15a,2026-01-31,2026-01,ENGINEERING_OR_FIELD,553339.06,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0124-2026-02,CL0124,P05,P05-A15a,2026-02-28,2026-02,ENGINEERING_OR_FIELD,276669.53,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0126-2025-09,CL0126,P05,P05-A12b,2025-09-30,2025-09,ENGINEERING_OR_FIELD,4479.51,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0126-2025-10,CL0126,P05,P05-A12b,2025-10-31,2025-10,ENGINEERING_OR_FIELD,183242.58,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0126-2025-11,CL0126,P05,P05-A12b,2025-11-30,2025-11,ENGINEERING_OR_FIELD,161528.31,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0126-2025-12,CL0126,P05,P05-A12b,2025-12-31,2025-12,ENGINEERING_OR_FIELD,87312.60,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0126-2026-01,CL0126,P05,P05-A12b,2026-01-31,2026-01,ENGINEERING_OR_FIELD,11388.60,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0127-2025-10,CL0127,P05,P05-A13b,2025-10-31,2025-10,ENGINEERING_OR_FIELD,30559.41,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0127-2025-11,CL0127,P05,P05-A13b,2025-11-30,2025-11,ENGINEERING_OR_FIELD,157162.68,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0127-2025-12,CL0127,P05,P05-A13b,2025-12-31,2025-12,ENGINEERING_OR_FIELD,183356.46,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0127-2026-01,CL0127,P05,P05-A13b,2026-01-31,2026-01,ENGINEERING_OR_FIELD,65484.45,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0128-2025-11,CL0128,P05,P05-A14b,2025-11-30,2025-11,ENGINEERING_OR_FIELD,30559.41,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0128-2025-12,CL0128,P05,P05-A14b,2025-12-31,2025-12,ENGINEERING_OR_FIELD,183356.46,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0128-2026-01,CL0128,P05,P05-A14b,2026-01-31,2026-01,ENGINEERING_OR_FIELD,174625.20,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0128-2026-02,CL0128,P05,P05-A14b,2026-02-28,2026-02,ENGINEERING_OR_FIELD,48021.93,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0129-2025-12,CL0129,P05,P05-A15b,2025-12-31,2025-12,ENGINEERING_OR_FIELD,52387.56,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0129-2026-01,CL0129,P05,P05-A15b,2026-01-31,2026-01,ENGINEERING_OR_FIELD,174625.20,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0129-2026-02,CL0129,P05,P05-A15b,2026-02-28,2026-02,ENGINEERING_OR_FIELD,161528.31,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0129-2026-03,CL0129,P05,P05-A15b,2026-03-31,2026-03,ENGINEERING_OR_FIELD,48021.93,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0130-2026-01,CL0130,P05,P05-A12c,2026-01-31,2026-01,TESTING_ACCEPTANCE,159562.50,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0131-2026-02,CL0131,P05,P05-A13c,2026-02-28,2026-02,TESTING_ACCEPTANCE,159562.50,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0131-2026-03,CL0131,P05,P05-A13c,2026-03-31,2026-03,TESTING_ACCEPTANCE,4162.50,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0132-2026-02,CL0132,P05,P05-A14c,2026-02-28,2026-02,TESTING_ACCEPTANCE,159562.50,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0133-2026-03,CL0133,P05,P05-A15c,2026-03-31,2026-03,TESTING_ACCEPTANCE,156787.50,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0136-2025-08,CL0136,P06,P06-A1,2025-08-31,2025-08,ENGINEERING_OR_FIELD,70495.92,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0136-2025-09,CL0136,P06,P06-A1,2025-09-30,2025-09,ENGINEERING_OR_FIELD,11476.08,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0137-2025-12,CL0137,P06,P06-A10,2025-12-31,2025-12,ENGINEERING_OR_FIELD,32788.80,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0137-2026-01,CL0137,P06,P06-A10,2026-01-31,2026-01,ENGINEERING_OR_FIELD,49183.20,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0138-2025-09,CL0138,P06,P06-A2,2025-09-30,2025-09,ENGINEERING_OR_FIELD,134136.00,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0139-2025-09,CL0139,P06,P06-A3,2025-09-30,2025-09,ENGINEERING_OR_FIELD,143451.00,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0139-2025-10,CL0139,P06,P06-A3,2025-10-31,2025-10,ENGINEERING_OR_FIELD,143451.00,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0140-2025-10,CL0140,P06,P06-A4,2025-10-31,2025-10,ENGINEERING_OR_FIELD,52295.31,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0140-2025-11,CL0140,P06,P06-A4,2025-11-30,2025-11,ENGINEERING_OR_FIELD,84609.87,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0141-2025-11,CL0141,P06,P06-A4b,2025-11-30,2025-11,ENGINEERING_OR_FIELD,109524.14,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0141-2025-12,CL0141,P06,P06-A4b,2025-12-31,2025-12,ENGINEERING_OR_FIELD,23680.90,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0142-2025-12,CL0142,P06,P06-A7,2025-12-31,2025-12,ENGINEERING_OR_FIELD,39961.18,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
