Cost_Ownership_Line_ID,Project_ID,Funded_Cost_WP_ID,Schedule_Activity_ID,Reporting_Month,Monthly_PV_USD,PV_Rule,Synthetic_Recognition_Proxy
CL0169,P06,P06-WP061,P06-A25,2026-12,144900.00,FINAL_GATE,YES
CL0170,P06,P06-WP062,P06-A26,2026-12,62100.00,FINAL_GATE,YES
CL0171,P07,P07-WP011,P07-A1,2025-10,61500.00,WORKDAY_SPREAD,YES
CL0172,P07,P07-WP012,P07-A2,2025-10,49200.00,WORKDAY_SPREAD,YES
CL0172,P07,P07-WP012,P07-A2,2025-11,12300.00,WORKDAY_SPREAD,YES
CL0173,P07,P07-WP021,P07-A3,2025-11,116235.00,WORKDAY_SPREAD,YES
CL0173,P07,P07-WP021,P07-A3,2025-12,12915.00,WORKDAY_SPREAD,YES
CL0174,P07,P07-WP022,P07-A4,2025-12,95940.00,WORKDAY_SPREAD,YES
CL0174,P07,P07-WP022,P07-A4,2026-01,23985.00,WORKDAY_SPREAD,YES
CL0175,P07,P07-WP022,P07-A4b,2026-01,119925.00,WORKDAY_SPREAD,YES
CL0176,P07,P07-WP031,P07-A5,2025-12,19133.58,WORKDAY_SPREAD,YES
CL0176,P07,P07-WP031,P07-A5,2026-01,28700.42,WORKDAY_SPREAD,YES
CL0177,P07,P07-WP031,P07-A5b,2026-01,47833.00,WORKDAY_SPREAD,YES
CL0178,P07,P07-WP031,P07-A8,2026-02,9566.60,PROCUREMENT_20_30_30_20,YES
CL0178,P07,P07-WP031,P07-A8,2026-03,38266.40,PROCUREMENT_20_30_30_20,YES
CL0179,P07,P07-WP032,P07-A5c,2026-01,39975.00,WORKDAY_SPREAD,YES
CL0179,P07,P07-WP032,P07-A5c,2026-02,93275.00,WORKDAY_SPREAD,YES
CL0180,P07,P07-WP032,P07-A6,2026-02,39975.00,WORKDAY_SPREAD,YES
CL0180,P07,P07-WP032,P07-A6,2026-03,93275.00,WORKDAY_SPREAD,YES
CL0181,P07,P07-WP041,P07-A7,2026-02,133824.00,WORKDAY_SPREAD,YES
CL0181,P07,P07-WP041,P07-A7,2026-03,312256.00,WORKDAY_SPREAD,YES
CL0182,P07,P07-WP041,P07-A10,2026-03,446080.00,WORKDAY_FALLBACK,YES
CL0183,P07,P07-WP041,P07-A16,2026-08,892160.00,FINAL_GATE,YES
CL0184,P07,P07-WP042,P07-A11,2026-04,78064.00,WORKDAY_FALLBACK,YES
CL0184,P07,P07-WP042,P07-A11,2026-05,507416.00,WORKDAY_FALLBACK,YES
CL0185,P07,P07-WP043,P07-A9,2026-03,16728.00,PROCUREMENT_20_30_30_20,YES
CL0185,P07,P07-WP043,P07-A9,2026-04,66912.00,PROCUREMENT_20_30_30_20,YES
CL0186,P07,P07-WP043,P07-A12,2026-05,200736.00,WORKDAY_FALLBACK,YES
CL0186,P07,P07-WP043,P07-A12,2026-06,50184.00,WORKDAY_FALLBACK,YES
CL0187,P07,P07-WP043,P07-A13,2026-06,83640.00,WORKDAY_SPREAD,YES
CL0188,P07,P07-WP051,P07-A14,2026-06,191333.00,FINAL_GATE,YES
CL0189,P07,P07-WP051,P07-A15,2026-07,95667.00,WORKDAY_SPREAD,YES
CL0190,P07,P07-WP061,P07-A17,2026-08,79950.00,FINAL_GATE,YES
CL0191,P07,P07-WP062,P07-A18,2026-09,43050.00,FINAL_GATE,YES
CL0192,P08,P08-WP011,P08-A1,2025-12,62100.00,WORKDAY_SPREAD,YES
CL0193,P08,P08-WP012,P08-A2,2025-12,60720.00,WORKDAY_SPREAD,YES
CL0193,P08,P08-WP012,P08-A2,2026-01,15180.00,WORKDAY_SPREAD,YES
CL0194,P08,P08-WP021,P08-A3,2026-01,128800.00,WORKDAY_SPREAD,YES
CL0195,P08,P08-WP022,P08-A4,2026-02,89700.00,WORKDAY_SPREAD,YES
CL0195,P08,P08-WP022,P08-A4,2026-03,29900.00,WORKDAY_SPREAD,YES
CL0196,P08,P08-WP022,P08-A4b,2026-03,119600.00,WORKDAY_SPREAD,YES
CL0197,P08,P08-WP031,P08-A5,2026-02,19626.65,WORKDAY_SPREAD,YES
CL0197,P08,P08-WP031,P08-A5,2026-03,39253.35,WORKDAY_SPREAD,YES
CL0198,P08,P08-WP031,P08-A5b,2026-03,58880.00,WORKDAY_SPREAD,YES
CL0199,P08,P08-WP031,P08-A8,2026-04,11776.00,PROCUREMENT_20_30_30_20,YES
CL0199,P08,P08-WP031,P08-A8,2026-05,47104.00,PROCUREMENT_20_30_30_20,YES
CL0200,P08,P08-WP032,P08-A5c,2026-03,37536.00,WORKDAY_SPREAD,YES
CL0200,P08,P08-WP032,P08-A5c,2026-04,150144.00,WORKDAY_SPREAD,YES
CL0201,P08,P08-WP032,P08-A6,2026-04,75072.00,WORKDAY_SPREAD,YES
CL0201,P08,P08-WP032,P08-A6,2026-05,112608.00,WORKDAY_SPREAD,YES
CL0202,P08,P08-WP041,P08-A7,2026-01,68193.30,WORKDAY_SPREAD,YES
CL0202,P08,P08-WP041,P08-A7,2026-02,34096.70,WORKDAY_SPREAD,YES
CL0203,P08,P08-WP041,P08-A13,2026-04,27277.32,WORKDAY_SPREAD,YES
CL0203,P08,P08-WP041,P08-A13,2026-05,75012.68,WORKDAY_SPREAD,YES
CL0204,P08,P08-WP041,P08-A14,2026-04,40915.60,WORKDAY_SPREAD,YES
CL0204,P08,P08-WP041,P08-A14,2026-05,61373.40,WORKDAY_SPREAD,YES
CL0205,P08,P08-WP041,P08-A9,2026-06,81831.60,PROCUREMENT_20_30_30_20,YES
CL0205,P08,P08-WP041,P08-A9,2026-07,122747.40,PROCUREMENT_20_30_30_20,YES
CL0205,P08,P08-WP041,P08-A9,2026-08,204579.00,PROCUREMENT_20_30_30_20,YES
CL0206,P08,P08-WP041,P08-A9fat,2026-08,10228.90,WORKDAY_SPREAD,YES
CL0206,P08,P08-WP041,P08-A9fat,2026-09,92060.10,WORKDAY_SPREAD,YES
CL0207,P08,P08-WP041,P08-A11,2026-09,409158.00,PROCUREMENT_20_30_30_20,YES
CL0208,P08,P08-WP041,P08-A15,2026-09,122747.40,WORKDAY_FALLBACK,YES
CL0208,P08,P08-WP041,P08-A15,2026-10,286410.60,WORKDAY_FALLBACK,YES
CL0209,P08,P08-WP041,P08-A17,2026-10,102289.00,WORKDAY_SPREAD,YES
CL0210,P08,P08-WP041,P08-A21,2026-12,204579.00,FINAL_GATE,YES
CL0211,P08,P08-WP042,P08-A10,2026-06,144517.00,PROCUREMENT_20_30_30_20,YES
CL0211,P08,P08-WP042,P08-A10,2026-07,86710.20,PROCUREMENT_20_30_30_20,YES
CL0211,P08,P08-WP042,P08-A10,2026-08,57806.80,PROCUREMENT_20_30_30_20,YES
CL0212,P08,P08-WP042,P08-A10fat,2026-08,72258.00,WORKDAY_SPREAD,YES
CL0213,P08,P08-WP042,P08-A12,2026-08,289033.00,PROCUREMENT_20_30_30_20,YES
CL0214,P08,P08-WP042,P08-A16,2026-09,216775.00,WORKDAY_FALLBACK,YES
CL0215,P08,P08-WP051,P08-A18,2026-11,138000.00,FINAL_GATE,YES
CL0216,P08,P08-WP051,P08-A19,2026-11,138000.00,FINAL_GATE,YES
CL0217,P08,P08-WP051,P08-A20,2026-11,138000.00,FINAL_GATE,YES
CL0218,P08,P08-WP061,P08-A22,2026-12,89700.00,FINAL_GATE,YES
CL0219,P08,P08-WP062,P08-A23,2027-01,48300.00,FINAL_GATE,YES
CL0220,P09,P09-WP011,P09-A1,2026-02,117000.00,WORKDAY_SPREAD,YES
CL0221,P09,P09-WP012,P09-A2,2026-02,58500.00,WORKDAY_FALLBACK,YES
CL0221,P09,P09-WP012,P09-A2,2026-03,58500.00,WORKDAY_FALLBACK,YES
CL0222,P09,P09-WP021,P09-A3a,2026-03,106080.00,WORKDAY_SPREAD,YES
CL0222,P09,P09-WP021,P09-A3a,2026-04,18720.00,WORKDAY_SPREAD,YES
CL0223,P09,P09-WP021,P09-A3,2026-04,118560.00,WORKDAY_SPREAD,YES
CL0223,P09,P09-WP021,P09-A3,2026-05,6240.00,WORKDAY_SPREAD,YES
CL0224,P09,P09-WP022,P09-A4,2026-05,56160.00,WORKDAY_SPREAD,YES
CL0224,P09,P09-WP022,P09-A4,2026-06,18720.00,WORKDAY_SPREAD,YES
CL0225,P09,P09-WP022,P09-A4b,2026-06,42432.00,WORKDAY_SPREAD,YES
CL0225,P09,P09-WP022,P09-A4b,2026-07,32448.00,WORKDAY_SPREAD,YES
CL0226,P09,P09-WP022,P09-A4c,2026-06,31824.00,WORKDAY_SPREAD,YES
CL0226,P09,P09-WP022,P09-A4c,2026-07,43056.00,WORKDAY_SPREAD,YES
CL0227,P09,P09-WP022,P09-A19,2026-12,149760.00,FINAL_GATE,YES
CL0228,P09,P09-WP031,P09-A5,2026-05,24266.65,WORKDAY_SPREAD,YES
CL0228,P09,P09-WP031,P09-A5,2026-06,48533.35,WORKDAY_SPREAD,YES
CL0229,P09,P09-WP031,P09-A5b,2026-06,58239.96,WORKDAY_SPREAD,YES
CL0229,P09,P09-WP031,P09-A5b,2026-07,14560.04,WORKDAY_SPREAD,YES
CL0230,P09,P09-WP031,P09-A10,2026-08,72800.00,PROCUREMENT_20_30_30_20,YES
CL0231,P09,P09-WP032,P09-A5c,2026-07,202800.00,WORKDAY_SPREAD,YES
CL0232,P09,P09-WP032,P09-A6,2026-08,202800.00,WORKDAY_SPREAD,YES
CL0233,P09,P09-WP041,P09-A7,2026-08,304869.00,WORKDAY_SPREAD,YES
CL0234,P09,P09-WP041,P09-A8,2026-08,304869.00,WORKDAY_SPREAD,YES
CL0235,P09,P09-WP041,P09-A9,2026-08,182921.40,WORKDAY_FALLBACK,YES
CL0235,P09,P09-WP041,P09-A9,2026-09,121947.60,WORKDAY_FALLBACK,YES
CL0236,P09,P09-WP041,P09-A13,2026-08,30486.90,WORKDAY_FALLBACK,YES
CL0236,P09,P09-WP041,P09-A13,2026-09,274382.10,WORKDAY_FALLBACK,YES
CL0237,P09,P09-WP041,P09-A14,2026-09,198164.85,WORKDAY_SPREAD,YES
CL0237,P09,P09-WP041,P09-A14,2026-10,106704.15,WORKDAY_SPREAD,YES
CL0238,P09,P09-WP041,P09-A12,2026-10,609737.00,PROCUREMENT_20_30_30_20,YES
CL0238,P09,P09-WP041,P09-A12,2026-11,609737.00,PROCUREMENT_20_30_30_20,YES
CL0239,P09,P09-WP041,P09-A15,2026-11,304868.00,WORKDAY_SPREAD,YES
CL0240,P09,P09-WP041,P09-A16,2026-11,91460.40,WORKDAY_SPREAD,YES
CL0240,P09,P09-WP041,P09-A16,2026-12,213407.60,WORKDAY_SPREAD,YES
CL0241,P09,P09-WP041,P09-A17,2026-11,91460.40,WORKDAY_SPREAD,YES
CL0241,P09,P09-WP041,P09-A17,2026-12,213407.60,WORKDAY_SPREAD,YES
CL0242,P09,P09-WP041,P09-A21,2027-02,609737.00,FINAL_GATE,YES
CL0243,P09,P09-WP042,P09-A11,2026-09,449280.00,PROCUREMENT_20_30_30_20,YES
CL0243,P09,P09-WP042,P09-A11,2026-10,449280.00,PROCUREMENT_20_30_30_20,YES
CL0244,P09,P09-WP043,P09-A20,2026-12,29952.00,WORKDAY_FALLBACK,YES
CL0244,P09,P09-WP043,P09-A20,2027-01,419328.00,WORKDAY_FALLBACK,YES
CL0245,P09,P09-WP051,P09-A18,2026-12,468000.00,FINAL_GATE,YES
CL0246,P09,P09-WP061,P09-A22,2027-02,152100.00,FINAL_GATE,YES
CL0247,P09,P09-WP062,P09-A23,2027-03,81900.00,FINAL_GATE,YES
CL0248,P10,P10-WP011,P10-A1,2026-04,66600.00,WORKDAY_SPREAD,YES
CL0249,P10,P10-WP021,P10-A4,2026-05,39960.00,WORKDAY_SPREAD,YES
CL0249,P10,P10-WP021,P10-A4,2026-06,226440.00,WORKDAY_SPREAD,YES
CL0250,P10,P10-WP022,P10-A3,2026-05,99900.00,WORKDAY_SPREAD,YES
CL0251,P10,P10-WP022,P10-A5,2026-06,99900.00,WORKDAY_SPREAD,YES
CL0252,P10,P10-WP022,P10-A6b,2026-06,99900.00,WORKDAY_SPREAD,YES
CL0253,P10,P10-WP022,P10-A6,2026-06,24975.00,WORKDAY_SPREAD,YES
CL0253,P10,P10-WP022,P10-A6,2026-07,74925.00,WORKDAY_SPREAD,YES
CL0254,P10,P10-WP031,P10-A7,2026-07,60434.00,WORKDAY_SPREAD,YES
CL0255,P10,P10-WP031,P10-A7b,2026-07,18129.90,WORKDAY_SPREAD,YES
CL0255,P10,P10-WP031,P10-A7b,2026-08,42303.10,WORKDAY_SPREAD,YES
CL0256,P10,P10-WP031,P10-A9,2026-08,12086.60,PROCUREMENT_20_30_30_20,YES
CL0256,P10,P10-WP031,P10-A9,2026-09,48346.40,PROCUREMENT_20_30_30_20,YES
CL0257,P10,P10-WP032,P10-A7c,2026-08,168350.00,WORKDAY_SPREAD,YES
CL0258,P10,P10-WP032,P10-A8,2026-08,67340.00,WORKDAY_SPREAD,YES
CL0258,P10,P10-WP032,P10-A8,2026-09,101010.00,WORKDAY_SPREAD,YES
CL0259,P10,P10-WP041,P10-IF-01,2026-07,114996.00,WORKDAY_SPREAD,YES
CL0259,P10,P10-WP041,P10-IF-01,2026-08,28749.00,WORKDAY_SPREAD,YES
CL0260,P10,P10-WP041,P10-A14,2026-08,57498.00,WORKDAY_FALLBACK,YES
CL0260,P10,P10-WP041,P10-A14,2026-09,316239.00,WORKDAY_FALLBACK,YES
CL0260,P10,P10-WP041,P10-A14,2026-10,57498.00,WORKDAY_FALLBACK,YES
CL0261,P10,P10-WP042,P10-A11,2026-08,58608.00,PROCUREMENT_20_30_30_20,YES
CL0261,P10,P10-WP042,P10-A11,2026-09,234432.00,PROCUREMENT_20_30_30_20,YES
CL0262,P10,P10-WP042,P10-A15,2026-08,35164.80,WORKDAY_FALLBACK,YES
CL0262,P10,P10-WP042,P10-A15,2026-09,184615.20,WORKDAY_FALLBACK,YES
CL0263,P10,P10-WP043,P10-A10,2026-09,24864.00,PROCUREMENT_20_30_30_20,YES
CL0263,P10,P10-WP043,P10-A10,2026-10,99456.00,PROCUREMENT_20_30_30_20,YES
CL0264,P10,P10-WP043,P10-A12,2026-11,99456.00,PROCUREMENT_20_30_30_20,YES
CL0264,P10,P10-WP043,P10-A12,2026-12,24864.00,PROCUREMENT_20_30_30_20,YES
CL0265,P10,P10-WP043,P10-A16,2026-12,99456.00,PROCUREMENT_20_30_30_20,YES
CL0265,P10,P10-WP043,P10-A16,2027-01,24864.00,PROCUREMENT_20_30_30_20,YES
CL0266,P10,P10-WP043,P10-A17,2027-01,74592.00,WORKDAY_FALLBACK,YES
CL0266,P10,P10-WP043,P10-A17,2027-02,18648.00,WORKDAY_FALLBACK,YES
CL0267,P10,P10-WP051,P10-A13,2026-12,41353.00,FINAL_GATE,YES
CL0268,P10,P10-WP051,P10-A18,2027-02,82706.00,FINAL_GATE,YES
CL0269,P10,P10-WP051,P10-A19,2027-03,82706.00,FINAL_GATE,YES
CL0270,P10,P10-WP051,P10-A20,2027-03,35839.18,WORKDAY_SPREAD,YES
CL0270,P10,P10-WP051,P10-A20,2027-04,5513.82,WORKDAY_SPREAD,YES
CL0271,P10,P10-WP051,P10-A21,2027-04,82706.00,FINAL_GATE,YES
CL0272,P10,P10-WP051,P10-A22,2027-04,20676.50,WORKDAY_SPREAD,YES
CL0272,P10,P10-WP051,P10-A22,2027-05,20676.50,WORKDAY_SPREAD,YES
CL0273,P10,P10-WP051,P10-A23,2027-05,82706.00,FINAL_GATE,YES
CL0274,P10,P10-WP051,P10-A24,2027-05,82706.00,FINAL_GATE,YES
CL0275,P10,P10-WP051,P10-A25,2027-06,82706.00,FINAL_GATE,YES
CL0276,P10,P10-WP051,P10-A27,2027-07,82705.00,FINAL_GATE,YES
CL0277,P10,P10-WP061,P10-A26,2027-07,77700.00,FINAL_GATE,YES
CL0278,P10,P10-WP062,P10-A28,2027-08,33300.00,FINAL_GATE,YES
CL0279,P11,P11-WP011,P11-A1,2025-04,76800.00,WORKDAY_SPREAD,YES
CL0280,P11,P11-WP012,P11-A2,2025-04,35840.00,WORKDAY_SPREAD,YES
CL0280,P11,P11-WP012,P11-A2,2025-05,15360.00,WORKDAY_SPREAD,YES
CL0281,P11,P11-WP021,P11-A3,2025-05,57600.00,WORKDAY_SPREAD,YES
CL0282,P11,P11-WP022,P11-A4,2025-06,67200.00,WORKDAY_SPREAD,YES
CL0283,P11,P11-WP022,P11-A8,2025-08,67200.00,WORKDAY_SPREAD,YES
CL0284,P11,P11-WP031,P11-A5,2025-06,33600.00,WORKDAY_SPREAD,YES
CL0284,P11,P11-WP031,P11-A5,2025-07,16800.00,WORKDAY_SPREAD,YES
CL0285,P11,P11-WP031,P11-A5b,2025-07,50400.00,WORKDAY_SPREAD,YES
CL0286,P11,P11-WP032,P11-A5c,2025-07,74880.00,WORKDAY_SPREAD,YES
CL0286,P11,P11-WP032,P11-A5c,2025-08,18720.00,WORKDAY_SPREAD,YES
CL0287,P11,P11-WP032,P11-A6,2025-08,93600.00,WORKDAY_SPREAD,YES
CL0288,P11,P11-WP041,P11-A10,2025-08,89433.82,WORKDAY_SPREAD,YES
CL0288,P11,P11-WP041,P11-A10,2025-09,6388.18,WORKDAY_SPREAD,YES
CL0289,P11,P11-WP041,P11-A9,2025-08,191644.50,PROCUREMENT_20_30_30_20,YES
CL0289,P11,P11-WP041,P11-A9,2025-09,191644.50,PROCUREMENT_20_30_30_20,YES
CL0290,P11,P11-WP041,P11-AFIRST,2025-09,287467.00,WORKDAY_FALLBACK,YES
CL0291,P11,P11-WP041,P11-B1inst,2025-09,131755.47,WORKDAY_FALLBACK,YES
CL0291,P11,P11-WP041,P11-B1inst,2025-10,275488.71,WORKDAY_FALLBACK,YES
CL0291,P11,P11-WP041,P11-B1inst,2025-11,71866.82,WORKDAY_FALLBACK,YES
CL0292,P11,P11-WP041,P11-B2inst,2025-10,107799.93,WORKDAY_FALLBACK,YES
CL0292,P11,P11-WP041,P11-B2inst,2025-11,239555.40,WORKDAY_FALLBACK,YES
CL0292,P11,P11-WP041,P11-B2inst,2025-12,131755.67,WORKDAY_FALLBACK,YES
CL0293,P11,P11-WP043,P11-B1rest,2025-10,58800.00,WORKDAY_FALLBACK,YES
CL0293,P11,P11-WP043,P11-B1rest,2025-11,84000.00,WORKDAY_FALLBACK,YES
CL0293,P11,P11-WP043,P11-B1rest,2025-12,25200.00,WORKDAY_FALLBACK,YES
CL0294,P11,P11-WP043,P11-B2rest,2025-11,37800.00,WORKDAY_FALLBACK,YES
CL0294,P11,P11-WP043,P11-B2rest,2025-12,96600.00,WORKDAY_FALLBACK,YES
CL0294,P11,P11-WP043,P11-B2rest,2026-01,33600.00,WORKDAY_FALLBACK,YES
CL0295,P11,P11-WP051,P11-A7,2025-09,64000.00,FINAL_GATE,YES
CL0296,P11,P11-WP051,P11-B1test,2025-11,64000.00,FINAL_GATE,YES
CL0297,P11,P11-WP051,P11-B2test,2025-12,64000.00,FINAL_GATE,YES
CL0298,P11,P11-WP051,P11-A11,2026-02,64000.00,FINAL_GATE,YES
CL0299,P11,P11-WP061,P11-B1gis,2025-12,22400.00,WORKDAY_SPREAD,YES
CL0300,P11,P11-WP061,P11-B2gis,2026-01,22400.00,WORKDAY_SPREAD,YES
CL0301,P11,P11-WP061,P11-A12,2026-02,22400.00,FINAL_GATE,YES
CL0302,P11,P11-WP062,P11-A13,2026-03,28800.00,FINAL_GATE,YES
CL0303,P12,P12-WP011,P12-Y1A1,2025-01,28560.00,WORKDAY_SPREAD,YES
CL0304,P12,P12-WP011,P12-Y1A2,2025-01,9996.00,WORKDAY_SPREAD,YES
CL0304,P12,P12-WP011,P12-Y1A2,2025-02,18564.00,WORKDAY_SPREAD,YES
CL0305,P12,P12-WP011,P12-Y2A1,2025-10,4896.00,WORKDAY_SPREAD,YES
CL0305,P12,P12-WP011,P12-Y2A1,2025-11,31824.00,WORKDAY_SPREAD,YES
CL0306,P12,P12-WP011,P12-Y2A2,2025-11,12852.00,WORKDAY_SPREAD,YES
CL0306,P12,P12-WP011,P12-Y2A2,2025-12,23868.00,WORKDAY_SPREAD,YES
CL0307,P12,P12-WP011,P12-Y3A1,2026-08,7344.00,WORKDAY_SPREAD,YES
CL0307,P12,P12-WP011,P12-Y3A1,2026-09,29376.00,WORKDAY_SPREAD,YES
CL0308,P12,P12-WP011,P12-Y3A2,2026-09,18360.00,WORKDAY_SPREAD,YES
CL0308,P12,P12-WP011,P12-Y3A2,2026-10,18360.00,WORKDAY_SPREAD,YES
CL0309,P12,P12-WP021,P12-Y1A3,2025-02,14994.00,WORKDAY_FALLBACK,YES
CL0309,P12,P12-WP021,P12-Y1A3,2025-03,27846.00,WORKDAY_FALLBACK,YES
CL0310,P12,P12-WP021,P12-Y1A4,2025-03,22848.00,WORKDAY_FALLBACK,YES
CL0310,P12,P12-WP021,P12-Y1A4,2025-04,19992.00,WORKDAY_FALLBACK,YES
CL0311,P12,P12-WP021,P12-Y2A3,2025-12,27540.00,WORKDAY_FALLBACK,YES
CL0311,P12,P12-WP021,P12-Y2A3,2026-01,27540.00,WORKDAY_FALLBACK,YES
CL0312,P12,P12-WP021,P12-Y2A4,2026-01,44064.00,WORKDAY_FALLBACK,YES
CL0312,P12,P12-WP021,P12-Y2A4,2026-02,11016.00,WORKDAY_FALLBACK,YES
CL0313,P12,P12-WP021,P12-Y3A3,2026-10,33048.00,WORKDAY_FALLBACK,YES
CL0313,P12,P12-WP021,P12-Y3A3,2026-11,22032.00,WORKDAY_FALLBACK,YES
CL0314,P12,P12-WP021,P12-Y3A4,2026-11,47736.00,WORKDAY_FALLBACK,YES
CL0314,P12,P12-WP021,P12-Y3A4,2026-12,7344.00,WORKDAY_FALLBACK,YES
CL0315,P12,P12-WP031,P12-Y1A5,2025-04,57120.00,PROCUREMENT_20_30_30_20,YES
CL0315,P12,P12-WP031,P12-Y1A5,2025-05,57120.00,PROCUREMENT_20_30_30_20,YES
CL0316,P12,P12-WP031,P12-Y2A5,2026-02,73440.00,PROCUREMENT_20_30_30_20,YES
CL0316,P12,P12-WP031,P12-Y2A5,2026-03,73440.00,PROCUREMENT_20_30_30_20,YES
CL0317,P12,P12-WP031,P12-Y3A5,2026-12,117504.00,PROCUREMENT_20_30_30_20,YES
CL0317,P12,P12-WP031,P12-Y3A5,2027-01,29376.00,PROCUREMENT_20_30_30_20,YES
CL0318,P12,P12-WP041,P12-Y1A6,2025-05,125892.48,WORKDAY_FALLBACK,YES
CL0318,P12,P12-WP041,P12-Y1A6,2025-06,220311.84,WORKDAY_FALLBACK,YES
CL0318,P12,P12-WP041,P12-Y1A6,2025-07,241293.92,WORKDAY_FALLBACK,YES
CL0318,P12,P12-WP041,P12-Y1A6,2025-08,220311.84,WORKDAY_FALLBACK,YES
CL0318,P12,P12-WP041,P12-Y1A6,2025-09,136383.92,WORKDAY_FALLBACK,YES
CL0319,P12,P12-WP041,P12-Y2A6,2026-03,188838.58,WORKDAY_FALLBACK,YES
CL0319,P12,P12-WP041,P12-Y2A6,2026-04,296746.34,WORKDAY_FALLBACK,YES
CL0319,P12,P12-WP041,P12-Y2A6,2026-05,283257.87,WORKDAY_FALLBACK,YES
CL0319,P12,P12-WP041,P12-Y2A6,2026-06,296746.34,WORKDAY_FALLBACK,YES
CL0319,P12,P12-WP041,P12-Y2A6,2026-07,148373.87,WORKDAY_FALLBACK,YES
CL0320,P12,P12-WP041,P12-Y3A6,2027-01,229303.99,WORKDAY_FALLBACK,YES
CL0320,P12,P12-WP041,P12-Y3A6,2027-02,269769.40,WORKDAY_FALLBACK,YES
CL0320,P12,P12-WP041,P12-Y3A6,2027-03,310234.81,WORKDAY_FALLBACK,YES
CL0320,P12,P12-WP041,P12-Y3A6,2027-04,296746.34,WORKDAY_FALLBACK,YES
CL0320,P12,P12-WP041,P12-Y3A6,2027-05,107908.46,WORKDAY_FALLBACK,YES
CL0321,P12,P12-WP051,P12-Y1A7,2025-10,57120.00,FINAL_GATE,YES
CL0322,P12,P12-WP051,P12-Y2A7,2026-08,73440.00,FINAL_GATE,YES
CL0323,P12,P12-WP051,P12-Y3A7,2027-06,73440.00,FINAL_GATE,YES
CL0324,P12,P12-WP061,P12-Y1A8,2025-10,28560.00,FINAL_GATE,YES
CL0325,P12,P12-WP061,P12-Y2A8,2026-08,36720.00,FINAL_GATE,YES
CL0326,P12,P12-WP061,P12-Y3A8,2027-06,36720.00,FINAL_GATE,YES
CL0327,P03,P03-WP052,P03-A28,2026-11,487200.00,FINAL_GATE,YES
CL0328,P03,P03-WP053,P03-A29,2026-09,121800.00,FINAL_GATE,YES
CL0329,P03,P03-WP053,P03-A30,2026-12,121800.00,FINAL_GATE,YES
CL0330,P05,P05-WP043,P05-A12c,2025-12,105450.00,FINAL_GATE,YES
CL0331,P05,P05-WP043,P05-A13c,2026-01,105450.00,FINAL_GATE,YES
CL0332,P05,P05-WP043,P05-A14c,2026-02,105450.00,FINAL_GATE,YES
CL0333,P05,P05-WP043,P05-A15c,2026-03,105450.00,FINAL_GATE,YES
CL0334,P10,P10-WP012,P10-A2,2026-05,81400.00,FINAL_GATE,YES
CL0335,P11,P11-WP042,P11-B1gis,2025-12,89600.00,FINAL_GATE,YES
CL0336,P11,P11-WP042,P11-B2gis,2026-01,89600.00,FINAL_GATE,YES
CL0337,P12,P12-WP042,P12-Y1A6,2025-05,18811.44,WORKDAY_FALLBACK,YES
CL0337,P12,P12-WP042,P12-Y1A6,2025-06,32920.02,WORKDAY_FALLBACK,YES
CL0337,P12,P12-WP042,P12-Y1A6,2025-07,36055.26,WORKDAY_FALLBACK,YES
CL0337,P12,P12-WP042,P12-Y1A6,2025-08,32920.02,WORKDAY_FALLBACK,YES
CL0337,P12,P12-WP042,P12-Y1A6,2025-09,20379.26,WORKDAY_FALLBACK,YES
CL0338,P12,P12-WP042,P12-Y2A6,2026-03,28217.28,WORKDAY_FALLBACK,YES
CL0338,P12,P12-WP042,P12-Y2A6,2026-04,44341.44,WORKDAY_FALLBACK,YES
CL0338,P12,P12-WP042,P12-Y2A6,2026-05,42325.92,WORKDAY_FALLBACK,YES
CL0338,P12,P12-WP042,P12-Y2A6,2026-06,44341.44,WORKDAY_FALLBACK,YES
CL0338,P12,P12-WP042,P12-Y2A6,2026-07,22170.92,WORKDAY_FALLBACK,YES
CL0339,P12,P12-WP042,P12-Y3A6,2027-01,34263.84,WORKDAY_FALLBACK,YES
CL0339,P12,P12-WP042,P12-Y3A6,2027-02,40310.40,WORKDAY_FALLBACK,YES
CL0339,P12,P12-WP042,P12-Y3A6,2027-03,46356.96,WORKDAY_FALLBACK,YES
CL0339,P12,P12-WP042,P12-Y3A6,2027-04,44341.44,WORKDAY_FALLBACK,YES
CL0339,P12,P12-WP042,P12-Y3A6,2027-05,16124.36,WORKDAY_FALLBACK,YES
CL0340,P04,P04-WP051,P04-A14,2026-03,132000.00,FINAL_GATE,YES
CL0341,P04,P04-WP051,P04-A15,2026-03,198000.00,FINAL_GATE,YES
CL0342,P08,P08-WP043,P08-A15,2026-10,179400.00,FINAL_GATE,YES
