Project_ID,Schedule_Activity_ID,Schedule_WP_ID,Cost_Control_Account_ID,Cost_WP_ID,Cost_Component,Candidate_Component_BAC_USD,PV_Recognition_Method,Evidence_or_Assumption,Mapping_Status,Candidate_Share_of_Cost_WP_Pct,Cost_Ownership_Line_ID,Approval_Status
P04,P04-A6,P04-WP032,P04-CA03,P04-WP032,SOURCE_WP_SCOPE,125125,WORKDAY_OR_DELIVERABLE,"Original Phase 3A activity allocation (synthetic), repartitioned when noted",PROPOSED_NOT_APPROVED,50.000000,CL0094,APPROVED_SYNTHETIC_PORTFOLIO
P04,P04-A7,P04-WP041,P04-CA04,P04-WP041,SOURCE_WP_SCOPE,247592,WORKDAY_OR_DELIVERABLE,"Original Phase 3A activity allocation (synthetic), repartitioned when noted",PROPOSED_NOT_APPROVED,8.333345,CL0095,APPROVED_SYNTHETIC_PORTFOLIO
P04,P04-A8,P04-WP041,P04-CA04,P04-WP041,SOURCE_WP_SCOPE,247592,WORKDAY_OR_DELIVERABLE,"Original Phase 3A activity allocation (synthetic), repartitioned when noted",PROPOSED_NOT_APPROVED,8.333345,CL0096,APPROVED_SYNTHETIC_PORTFOLIO
P04,P04-A9,P04-WP041,P04-CA04,P04-WP041,SOURCE_WP_SCOPE,247592,WORKDAY_OR_DELIVERABLE,"Original Phase 3A activity allocation (synthetic), repartitioned when noted",PROPOSED_NOT_APPROVED,8.333345,CL0097,APPROVED_SYNTHETIC_PORTFOLIO
P04,P04-A12,P04-WP041,P04-CA04,P04-WP041,SOURCE_WP_SCOPE,1237958,QUANTITY_DRIVEN_PROVISIONAL,"Original Phase 3A activity allocation (synthetic), repartitioned when noted",PROPOSED_NOT_APPROVED,41.666655,CL0098,APPROVED_SYNTHETIC_PORTFOLIO
P04,P04-A13,P04-WP041,P04-CA04,P04-WP041,SOURCE_WP_SCOPE,247592,WORKDAY_OR_DELIVERABLE,"Original Phase 3A activity allocation (synthetic), repartitioned when noted",PROPOSED_NOT_APPROVED,8.333345,CL0099,APPROVED_SYNTHETIC_PORTFOLIO
P04,P04-A14,P04-WP041,P04-CA04,P04-WP041,SOURCE_WP_SCOPE,247591,WORKDAY_OR_DELIVERABLE,"Original Phase 3A activity allocation (synthetic), repartitioned when noted",PROPOSED_NOT_APPROVED,8.333311,CL0100,APPROVED_SYNTHETIC_PORTFOLIO
P04,P04-A16,P04-WP041,P04-CA04,P04-WP041,SOURCE_WP_SCOPE,495183,WEIGHTED_DELIVERABLE,"Original Phase 3A activity allocation (synthetic), repartitioned when noted",PROPOSED_NOT_APPROVED,16.666655,CL0101,APPROVED_SYNTHETIC_PORTFOLIO
P04,P04-A10,P04-WP042,P04-CA04,P04-WP042,SOURCE_WP_SCOPE,814000,QUANTITY_OR_WEIGHTED,"Original Phase 3A activity allocation (synthetic), repartitioned when noted",PROPOSED_NOT_APPROVED,100.000000,CL0102,APPROVED_SYNTHETIC_PORTFOLIO
P04,P04-A11,P04-WP043,P04-CA04,P04-WP043,SOURCE_WP_SCOPE,284900,QUANTITY_OR_WEIGHTED,"Original Phase 3A activity allocation (synthetic), repartitioned when noted",PROPOSED_NOT_APPROVED,100.000000,CL0103,APPROVED_SYNTHETIC_PORTFOLIO
P04,P04-A17,P04-WP061,P04-CA06,P04-WP061,SOURCE_WP_SCOPE,107250,WORKDAY_OR_DELIVERABLE,"Original Phase 3A activity allocation (synthetic), repartitioned when noted",PROPOSED_NOT_APPROVED,100.000000,CL0104,APPROVED_SYNTHETIC_PORTFOLIO
P04,P04-A18,P04-WP062,P04-CA06,P04-WP062,SOURCE_WP_SCOPE,57750,WORKDAY_OR_DELIVERABLE,"Original Phase 3A activity allocation (synthetic), repartitioned when noted",PROPOSED_NOT_APPROVED,100.000000,CL0105,APPROVED_SYNTHETIC_PORTFOLIO
P05,P05-A1,P05-WP011,P05-CA01,P05-WP011,SOURCE_WP_SCOPE,96200,WORKDAY_OR_DELIVERABLE,"Original Phase 3A activity allocation (synthetic), repartitioned when noted",PROPOSED_NOT_APPROVED,33.333333,CL0106,APPROVED_SYNTHETIC_PORTFOLIO
P05,P05-A8,P05-WP011,P05-CA01,P05-WP011,SOURCE_WP_SCOPE,192400,WEIGHTED_DELIVERABLE,"Original Phase 3A activity allocation (synthetic), repartitioned when noted",PROPOSED_NOT_APPROVED,66.666667,CL0107,APPROVED_SYNTHETIC_PORTFOLIO
P05,P05-A2,P05-WP012,P05-CA01,P05-WP012,SOURCE_WP_SCOPE,155400,QUANTITY_OR_WEIGHTED,"Original Phase 3A activity allocation (synthetic), repartitioned when noted",PROPOSED_NOT_APPROVED,100.000000,CL0108,APPROVED_SYNTHETIC_PORTFOLIO
P05,P05-A3,P05-WP021,P05-CA02,P05-WP021,SOURCE_WP_SCOPE,199800,QUANTITY_OR_WEIGHTED,"Original Phase 3A activity allocation (synthetic), repartitioned when noted",PROPOSED_NOT_APPROVED,100.000000,CL0109,APPROVED_SYNTHETIC_PORTFOLIO
P05,P05-A4,P05-WP022,P05-CA02,P05-WP022,SOURCE_WP_SCOPE,155400,WORKDAY_OR_DELIVERABLE,"Original Phase 3A activity allocation (synthetic), repartitioned when noted",PROPOSED_NOT_APPROVED,33.333333,CL0110,APPROVED_SYNTHETIC_PORTFOLIO
P05,P05-A4b,P05-WP022,P05-CA02,P05-WP022,SOURCE_WP_SCOPE,155400,WORKDAY_OR_DELIVERABLE,"Original Phase 3A activity allocation (synthetic), repartitioned when noted",PROPOSED_NOT_APPROVED,33.333333,CL0111,APPROVED_SYNTHETIC_PORTFOLIO
P05,P05-A10,P05-WP022,P05-CA02,P05-WP022,SOURCE_WP_SCOPE,155400,WORKDAY_OR_DELIVERABLE,"Original Phase 3A activity allocation (synthetic), repartitioned when noted",PROPOSED_NOT_APPROVED,33.333333,CL0112,APPROVED_SYNTHETIC_PORTFOLIO
P05,P05-A5,P05-WP031,P05-CA03,P05-WP031,SOURCE_WP_SCOPE,116550,WORKDAY_OR_DELIVERABLE,"Original Phase 3A activity allocation (synthetic), repartitioned when noted",PROPOSED_NOT_APPROVED,50.000000,CL0113,APPROVED_SYNTHETIC_PORTFOLIO
P05,P05-A5b,P05-WP031,P05-CA03,P05-WP031,SOURCE_WP_SCOPE,116550,WORKDAY_OR_DELIVERABLE,"Original Phase 3A activity allocation (synthetic), repartitioned when noted",PROPOSED_NOT_APPROVED,50.000000,CL0114,APPROVED_SYNTHETIC_PORTFOLIO
P05,P05-A5c,P05-WP032,P05-CA03,P05-WP032,SOURCE_WP_SCOPE,72150,WORKDAY_OR_DELIVERABLE,"Original Phase 3A activity allocation (synthetic), repartitioned when noted",PROPOSED_NOT_APPROVED,16.666667,CL0115,APPROVED_SYNTHETIC_PORTFOLIO
P05,P05-A11,P05-WP032,P05-CA03,P05-WP032,SOURCE_WP_SCOPE,288600,WEIGHTED_DELIVERABLE,"Original Phase 3A activity allocation (synthetic), repartitioned when noted",PROPOSED_NOT_APPROVED,66.666667,CL0116,APPROVED_SYNTHETIC_PORTFOLIO
P05,P05-A6,P05-WP032,P05-CA03,P05-WP032,SOURCE_WP_SCOPE,72150,WORKDAY_OR_DELIVERABLE,"Original Phase 3A activity allocation (synthetic), repartitioned when noted",PROPOSED_NOT_APPROVED,16.666667,CL0117,APPROVED_SYNTHETIC_PORTFOLIO
P05,P05-A7,P05-WP041,P05-CA04,P05-WP041,SOURCE_WP_SCOPE,240582,WORKDAY_OR_DELIVERABLE,"Original Phase 3A activity allocation (synthetic), repartitioned when noted",PROPOSED_NOT_APPROVED,3.703700,CL0118,APPROVED_SYNTHETIC_PORTFOLIO
P05,P05-A9,P05-WP041,P05-CA04,P05-WP041,SOURCE_WP_SCOPE,240582,WORKDAY_OR_DELIVERABLE,"Original Phase 3A activity allocation (synthetic), repartitioned when noted",PROPOSED_NOT_APPROVED,3.703700,CL0119,APPROVED_SYNTHETIC_PORTFOLIO
P05,P05-A12a,P05-WP041,P05-CA04,P05-WP041,SOURCE_WP_SCOPE,1202911,QUANTITY_DRIVEN_PROVISIONAL,"Original Phase 3A activity allocation (synthetic), repartitioned when noted",PROPOSED_NOT_APPROVED,18.518517,CL0120,APPROVED_SYNTHETIC_PORTFOLIO
P05,P05-AFIRST,P05-WP041,P05-CA04,P05-WP041,SOURCE_WP_SCOPE,721747,QUANTITY_OR_WEIGHTED,"Original Phase 3A activity allocation (synthetic), repartitioned when noted",PROPOSED_NOT_APPROVED,11.111116,CL0121,APPROVED_SYNTHETIC_PORTFOLIO
P05,P05-A13a,P05-WP041,P05-CA04,P05-WP041,SOURCE_WP_SCOPE,1202911,QUANTITY_DRIVEN_PROVISIONAL,"Original Phase 3A activity allocation (synthetic), repartitioned when noted",PROPOSED_NOT_APPROVED,18.518517,CL0122,APPROVED_SYNTHETIC_PORTFOLIO
P05,P05-A14a,P05-WP041,P05-CA04,P05-WP041,SOURCE_WP_SCOPE,1202911,QUANTITY_DRIVEN_PROVISIONAL,"Original Phase 3A activity allocation (synthetic), repartitioned when noted",PROPOSED_NOT_APPROVED,18.518517,CL0123,APPROVED_SYNTHETIC_PORTFOLIO
P05,P05-A15a,P05-WP041,P05-CA04,P05-WP041,SOURCE_WP_SCOPE,1202911,QUANTITY_DRIVEN_PROVISIONAL,"Original Phase 3A activity allocation (synthetic), repartitioned when noted",PROPOSED_NOT_APPROVED,18.518517,CL0124,APPROVED_SYNTHETIC_PORTFOLIO
P05,P05-A16,P05-WP041,P05-CA04,P05-WP041,SOURCE_WP_SCOPE,481165,WEIGHTED_DELIVERABLE,"Original Phase 3A activity allocation (synthetic), repartitioned when noted",PROPOSED_NOT_APPROVED,7.407416,CL0125,APPROVED_SYNTHETIC_PORTFOLIO
P05,P05-A12b,P05-WP042,P05-CA04,P05-WP042,SOURCE_WP_SCOPE,379620,QUANTITY_OR_WEIGHTED,"Original Phase 3A activity allocation (synthetic), repartitioned when noted",PROPOSED_NOT_APPROVED,25.000000,CL0126,APPROVED_SYNTHETIC_PORTFOLIO
P05,P05-A13b,P05-WP042,P05-CA04,P05-WP042,SOURCE_WP_SCOPE,379620,QUANTITY_OR_WEIGHTED,"Original Phase 3A activity allocation (synthetic), repartitioned when noted",PROPOSED_NOT_APPROVED,25.000000,CL0127,APPROVED_SYNTHETIC_PORTFOLIO
P05,P05-A14b,P05-WP042,P05-CA04,P05-WP042,SOURCE_WP_SCOPE,379620,QUANTITY_OR_WEIGHTED,"Original Phase 3A activity allocation (synthetic), repartitioned when noted",PROPOSED_NOT_APPROVED,25.000000,CL0128,APPROVED_SYNTHETIC_PORTFOLIO
P05,P05-A15b,P05-WP042,P05-CA04,P05-WP042,SOURCE_WP_SCOPE,379620,QUANTITY_OR_WEIGHTED,"Original Phase 3A activity allocation (synthetic), repartitioned when noted",PROPOSED_NOT_APPROVED,25.000000,CL0129,APPROVED_SYNTHETIC_PORTFOLIO
P05,P05-A12c,P05-WP051,P05-CA05,P05-WP051,SOURCE_WP_SCOPE,138750,WEIGHTED_DELIVERABLE,"Original Phase 3A activity allocation (synthetic), repartitioned when noted",PROPOSED_NOT_APPROVED,25.000000,CL0130,APPROVED_SYNTHETIC_PORTFOLIO
P05,P05-A13c,P05-WP051,P05-CA05,P05-WP051,SOURCE_WP_SCOPE,138750,WEIGHTED_DELIVERABLE,"Original Phase 3A activity allocation (synthetic), repartitioned when noted",PROPOSED_NOT_APPROVED,25.000000,CL0131,APPROVED_SYNTHETIC_PORTFOLIO
P05,P05-A14c,P05-WP051,P05-CA05,P05-WP051,SOURCE_WP_SCOPE,138750,WEIGHTED_DELIVERABLE,"Original Phase 3A activity allocation (synthetic), repartitioned when noted",PROPOSED_NOT_APPROVED,25.000000,CL0132,APPROVED_SYNTHETIC_PORTFOLIO
P05,P05-A15c,P05-WP051,P05-CA05,P05-WP051,SOURCE_WP_SCOPE,138750,WEIGHTED_DELIVERABLE,"Original Phase 3A activity allocation (synthetic), repartitioned when noted",PROPOSED_NOT_APPROVED,25.000000,CL0133,APPROVED_SYNTHETIC_PORTFOLIO
P05,P05-A17,P05-WP061,P05-CA06,P05-WP061,SOURCE_WP_SCOPE,249750,WORKDAY_OR_DELIVERABLE,"Original Phase 3A activity allocation (synthetic), repartitioned when noted",PROPOSED_NOT_APPROVED,100.000000,CL0134,APPROVED_SYNTHETIC_PORTFOLIO
P05,P05-A18,P05-WP062,P05-CA06,P05-WP062,SOURCE_WP_SCOPE,83250,WORKDAY_OR_DELIVERABLE,"Original Phase 3A activity allocation (synthetic), repartitioned when noted",PROPOSED_NOT_APPROVED,100.000000,CL0135,APPROVED_SYNTHETIC_PORTFOLIO
P06,P06-A1,P06-WP011,P06-CA01,P06-WP011,SOURCE_WP_SCOPE,75900,WORKDAY_OR_DELIVERABLE,"Original Phase 3A activity allocation (synthetic), repartitioned when noted",PROPOSED_NOT_APPROVED,50.000000,CL0136,APPROVED_SYNTHETIC_PORTFOLIO
P06,P06-A10,P06-WP011,P06-CA01,P06-WP011,SOURCE_WP_SCOPE,75900,WORKDAY_OR_DELIVERABLE,"Original Phase 3A activity allocation (synthetic), repartitioned when noted",PROPOSED_NOT_APPROVED,50.000000,CL0137,APPROVED_SYNTHETIC_PORTFOLIO
P06,P06-A2,P06-WP012,P06-CA01,P06-WP012,SOURCE_WP_SCOPE,124200,WORKDAY_OR_DELIVERABLE,"Original Phase 3A activity allocation (synthetic), repartitioned when noted",PROPOSED_NOT_APPROVED,100.000000,CL0138,APPROVED_SYNTHETIC_PORTFOLIO
P06,P06-A3,P06-WP021,P06-CA02,P06-WP021,SOURCE_WP_SCOPE,265650,WORKDAY_OR_DELIVERABLE,"Original Phase 3A activity allocation (synthetic), repartitioned when noted",PROPOSED_NOT_APPROVED,100.000000,CL0139,APPROVED_SYNTHETIC_PORTFOLIO
P06,P06-A4,P06-WP022,P06-CA02,P06-WP022,SOURCE_WP_SCOPE,123338,WORKDAY_OR_DELIVERABLE,"Original Phase 3A activity allocation (synthetic), repartitioned when noted",PROPOSED_NOT_APPROVED,25.000101,CL0140,APPROVED_SYNTHETIC_PORTFOLIO
P06,P06-A4b,P06-WP022,P06-CA02,P06-WP022,SOURCE_WP_SCOPE,123338,WORKDAY_OR_DELIVERABLE,"Original Phase 3A activity allocation (synthetic), repartitioned when noted",PROPOSED_NOT_APPROVED,25.000101,CL0141,APPROVED_SYNTHETIC_PORTFOLIO
P06,P06-A7,P06-WP022,P06-CA02,P06-WP022,SOURCE_WP_SCOPE,123337,WORKDAY_OR_DELIVERABLE,"Original Phase 3A activity allocation (synthetic), repartitioned when noted",PROPOSED_NOT_APPROVED,24.999899,CL0142,APPROVED_SYNTHETIC_PORTFOLIO
P06,P06-A8,P06-WP022,P06-CA02,P06-WP022,SOURCE_WP_SCOPE,123337,WORKDAY_OR_DELIVERABLE,"Original Phase 3A activity allocation (synthetic), repartitioned when noted",PROPOSED_NOT_APPROVED,24.999899,CL0143,APPROVED_SYNTHETIC_PORTFOLIO
P06,P06-A5,P06-WP031,P06-CA03,P06-WP031,SOURCE_WP_SCOPE,89700,WORKDAY_OR_DELIVERABLE,"Original Phase 3A activity allocation (synthetic), repartitioned when noted",PROPOSED_NOT_APPROVED,33.333333,CL0144,APPROVED_SYNTHETIC_PORTFOLIO
P06,P06-A5b,P06-WP031,P06-CA03,P06-WP031,SOURCE_WP_SCOPE,89700,WORKDAY_OR_DELIVERABLE,"Original Phase 3A activity allocation (synthetic), repartitioned when noted",PROPOSED_NOT_APPROVED,33.333333,CL0145,APPROVED_SYNTHETIC_PORTFOLIO
P06,P06-A11,P06-WP031,P06-CA03,P06-WP031,SOURCE_WP_SCOPE,89700,WORKDAY_OR_DELIVERABLE,"Original Phase 3A activity allocation (synthetic), repartitioned when noted",PROPOSED_NOT_APPROVED,33.333333,CL0146,APPROVED_SYNTHETIC_PORTFOLIO
P06,P06-A5c,P06-WP032,P06-CA03,P06-WP032,SOURCE_WP_SCOPE,89700,WORKDAY_OR_DELIVERABLE,"Original Phase 3A activity allocation (synthetic), repartitioned when noted",PROPOSED_NOT_APPROVED,14.285714,CL0147,APPROVED_SYNTHETIC_PORTFOLIO
P06,P06-A6,P06-WP032,P06-CA03,P06-WP032,SOURCE_WP_SCOPE,89700,WORKDAY_OR_DELIVERABLE,"Original Phase 3A activity allocation (synthetic), repartitioned when noted",PROPOSED_NOT_APPROVED,14.285714,CL0148,APPROVED_SYNTHETIC_PORTFOLIO
P06,P06-A12,P06-WP032,P06-CA03,P06-WP032,SOURCE_WP_SCOPE,358800,WEIGHTED_DELIVERABLE,"Original Phase 3A activity allocation (synthetic), repartitioned when noted",PROPOSED_NOT_APPROVED,57.142857,CL0149,APPROVED_SYNTHETIC_PORTFOLIO
P06,P06-A13,P06-WP032,P06-CA03,P06-WP032,SOURCE_WP_SCOPE,89700,WORKDAY_OR_DELIVERABLE,"Original Phase 3A activity allocation (synthetic), repartitioned when noted",PROPOSED_NOT_APPROVED,14.285714,CL0150,APPROVED_SYNTHETIC_PORTFOLIO
P06,P06-A15,P06-WP041,P06-CA04,P06-WP041,SOURCE_WP_SCOPE,340947,QUANTITY_OR_WEIGHTED,"Original Phase 3A activity allocation (synthetic), repartitioned when noted",PROPOSED_NOT_APPROVED,12.500027,CL0151,APPROVED_SYNTHETIC_PORTFOLIO
P06,P06-APILOTSTAGE,P06-WP041,P06-CA04,P06-WP041,SOURCE_WP_SCOPE,454595,WEIGHTED_DELIVERABLE,"Original Phase 3A activity allocation (synthetic), repartitioned when noted",PROPOSED_NOT_APPROVED,16.666667,CL0152,APPROVED_SYNTHETIC_PORTFOLIO
P06,P06-A16,P06-WP041,P06-CA04,P06-WP041,SOURCE_WP_SCOPE,340946,QUANTITY_OR_WEIGHTED,"Original Phase 3A activity allocation (synthetic), repartitioned when noted",PROPOSED_NOT_APPROVED,12.499991,CL0153,APPROVED_SYNTHETIC_PORTFOLIO
P06,P06-AFIRSTPILOT,P06-WP041,P06-CA04,P06-WP041,SOURCE_WP_SCOPE,113649,WORKDAY_OR_DELIVERABLE,"Original Phase 3A activity allocation (synthetic), repartitioned when noted",PROPOSED_NOT_APPROVED,4.166676,CL0154,APPROVED_SYNTHETIC_PORTFOLIO
P06,P06-A18a,P06-WP041,P06-CA04,P06-WP041,SOURCE_WP_SCOPE,340946,QUANTITY_OR_WEIGHTED,"Original Phase 3A activity allocation (synthetic), repartitioned when noted",PROPOSED_NOT_APPROVED,12.499991,CL0155,APPROVED_SYNTHETIC_PORTFOLIO
P06,P06-A19a,P06-WP041,P06-CA04,P06-WP041,SOURCE_WP_SCOPE,340946,QUANTITY_OR_WEIGHTED,"Original Phase 3A activity allocation (synthetic), repartitioned when noted",PROPOSED_NOT_APPROVED,12.499991,CL0156,APPROVED_SYNTHETIC_PORTFOLIO
P06,P06-A20a,P06-WP041,P06-CA04,P06-WP041,SOURCE_WP_SCOPE,340946,QUANTITY_OR_WEIGHTED,"Original Phase 3A activity allocation (synthetic), repartitioned when noted",PROPOSED_NOT_APPROVED,12.499991,CL0157,APPROVED_SYNTHETIC_PORTFOLIO
P06,P06-A21a,P06-WP041,P06-CA04,P06-WP041,SOURCE_WP_SCOPE,340946,QUANTITY_OR_WEIGHTED,"Original Phase 3A activity allocation (synthetic), repartitioned when noted",PROPOSED_NOT_APPROVED,12.499991,CL0158,APPROVED_SYNTHETIC_PORTFOLIO
P06,P06-A22,P06-WP041,P06-CA04,P06-WP041,SOURCE_WP_SCOPE,113649,WORKDAY_OR_DELIVERABLE,"Original Phase 3A activity allocation (synthetic), repartitioned when noted",PROPOSED_NOT_APPROVED,4.166676,CL0159,APPROVED_SYNTHETIC_PORTFOLIO
P06,P06-A9,P06-WP042,P06-CA04,P06-WP042,SOURCE_WP_SCOPE,641183,QUANTITY_OR_WEIGHTED,"Original Phase 3A activity allocation (synthetic), repartitioned when noted",PROPOSED_NOT_APPROVED,75.000058,CL0160,APPROVED_SYNTHETIC_PORTFOLIO
P06,P06-A14,P06-WP042,P06-CA04,P06-WP042,SOURCE_WP_SCOPE,213727,WORKDAY_OR_DELIVERABLE,"Original Phase 3A activity allocation (synthetic), repartitioned when noted",PROPOSED_NOT_APPROVED,24.999942,CL0161,APPROVED_SYNTHETIC_PORTFOLIO
P06,P06-A18b,P06-WP043,P06-CA04,P06-WP043,SOURCE_WP_SCOPE,122130,WORKDAY_OR_DELIVERABLE,"Original Phase 3A activity allocation (synthetic), repartitioned when noted",PROPOSED_NOT_APPROVED,25.000000,CL0162,APPROVED_SYNTHETIC_PORTFOLIO
P06,P06-A19b,P06-WP043,P06-CA04,P06-WP043,SOURCE_WP_SCOPE,122130,WORKDAY_OR_DELIVERABLE,"Original Phase 3A activity allocation (synthetic), repartitioned when noted",PROPOSED_NOT_APPROVED,25.000000,CL0163,APPROVED_SYNTHETIC_PORTFOLIO
P06,P06-A20b,P06-WP043,P06-CA04,P06-WP043,SOURCE_WP_SCOPE,122130,WORKDAY_OR_DELIVERABLE,"Original Phase 3A activity allocation (synthetic), repartitioned when noted",PROPOSED_NOT_APPROVED,25.000000,CL0164,APPROVED_SYNTHETIC_PORTFOLIO
P06,P06-A21b,P06-WP043,P06-CA04,P06-WP043,SOURCE_WP_SCOPE,122130,WORKDAY_OR_DELIVERABLE,"Original Phase 3A activity allocation (synthetic), repartitioned when noted",PROPOSED_NOT_APPROVED,25.000000,CL0165,APPROVED_SYNTHETIC_PORTFOLIO
P06,P06-A17,P06-WP051,P06-CA05,P06-WP051,SOURCE_WP_SCOPE,230000,WEIGHTED_DELIVERABLE,"Original Phase 3A activity allocation (synthetic), repartitioned when noted",PROPOSED_NOT_APPROVED,33.333333,CL0166,APPROVED_SYNTHETIC_PORTFOLIO
P06,P06-A23,P06-WP051,P06-CA05,P06-WP051,SOURCE_WP_SCOPE,345000,QUANTITY_OR_WEIGHTED,"Original Phase 3A activity allocation (synthetic), repartitioned when noted",PROPOSED_NOT_APPROVED,50.000000,CL0167,APPROVED_SYNTHETIC_PORTFOLIO
P06,P06-A24,P06-WP051,P06-CA05,P06-WP051,SOURCE_WP_SCOPE,115000,WORKDAY_OR_DELIVERABLE,"Original Phase 3A activity allocation (synthetic), repartitioned when noted",PROPOSED_NOT_APPROVED,16.666667,CL0168,APPROVED_SYNTHETIC_PORTFOLIO
P06,P06-A25,P06-WP061,P06-CA06,P06-WP061,SOURCE_WP_SCOPE,144900,WORKDAY_OR_DELIVERABLE,"Original Phase 3A activity allocation (synthetic), repartitioned when noted",PROPOSED_NOT_APPROVED,100.000000,CL0169,APPROVED_SYNTHETIC_PORTFOLIO
P06,P06-A26,P06-WP062,P06-CA06,P06-WP062,SOURCE_WP_SCOPE,62100,WORKDAY_OR_DELIVERABLE,"Original Phase 3A activity allocation (synthetic), repartitioned when noted",PROPOSED_NOT_APPROVED,100.000000,CL0170,APPROVED_SYNTHETIC_PORTFOLIO
P07,P07-A1,P07-WP011,P07-CA01,P07-WP011,SOURCE_WP_SCOPE,61500,WORKDAY_OR_DELIVERABLE,"Original Phase 3A activity allocation (synthetic), repartitioned when noted",PROPOSED_NOT_APPROVED,100.000000,CL0171,APPROVED_SYNTHETIC_PORTFOLIO
P07,P07-A2,P07-WP012,P07-CA01,P07-WP012,SOURCE_WP_SCOPE,61500,WORKDAY_OR_DELIVERABLE,"Original Phase 3A activity allocation (synthetic), repartitioned when noted",PROPOSED_NOT_APPROVED,100.000000,CL0172,APPROVED_SYNTHETIC_PORTFOLIO
P07,P07-A3,P07-WP021,P07-CA02,P07-WP021,SOURCE_WP_SCOPE,129150,WORKDAY_OR_DELIVERABLE,"Original Phase 3A activity allocation (synthetic), repartitioned when noted",PROPOSED_NOT_APPROVED,100.000000,CL0173,APPROVED_SYNTHETIC_PORTFOLIO
P07,P07-A4,P07-WP022,P07-CA02,P07-WP022,SOURCE_WP_SCOPE,119925,WORKDAY_OR_DELIVERABLE,"Original Phase 3A activity allocation (synthetic), repartitioned when noted",PROPOSED_NOT_APPROVED,50.000000,CL0174,APPROVED_SYNTHETIC_PORTFOLIO
P07,P07-A4b,P07-WP022,P07-CA02,P07-WP022,SOURCE_WP_SCOPE,119925,WORKDAY_OR_DELIVERABLE,"Original Phase 3A activity allocation (synthetic), repartitioned when noted",PROPOSED_NOT_APPROVED,50.000000,CL0175,APPROVED_SYNTHETIC_PORTFOLIO
P07,P07-A5,P07-WP031,P07-CA03,P07-WP031,SOURCE_WP_SCOPE,47834,WORKDAY_OR_DELIVERABLE,"Original Phase 3A activity allocation (synthetic), repartitioned when noted",PROPOSED_NOT_APPROVED,33.333798,CL0176,APPROVED_SYNTHETIC_PORTFOLIO
P07,P07-A5b,P07-WP031,P07-CA03,P07-WP031,SOURCE_WP_SCOPE,47833,WORKDAY_OR_DELIVERABLE,"Original Phase 3A activity allocation (synthetic), repartitioned when noted",PROPOSED_NOT_APPROVED,33.333101,CL0177,APPROVED_SYNTHETIC_PORTFOLIO
P07,P07-A8,P07-WP031,P07-CA03,P07-WP031,SOURCE_WP_SCOPE,47833,WORKDAY_OR_DELIVERABLE,"Original Phase 3A activity allocation (synthetic), repartitioned when noted",PROPOSED_NOT_APPROVED,33.333101,CL0178,APPROVED_SYNTHETIC_PORTFOLIO
P07,P07-A5c,P07-WP032,P07-CA03,P07-WP032,SOURCE_WP_SCOPE,133250,WORKDAY_OR_DELIVERABLE,"Original Phase 3A activity allocation (synthetic), repartitioned when noted",PROPOSED_NOT_APPROVED,50.000000,CL0179,APPROVED_SYNTHETIC_PORTFOLIO
P07,P07-A6,P07-WP032,P07-CA03,P07-WP032,SOURCE_WP_SCOPE,133250,WORKDAY_OR_DELIVERABLE,"Original Phase 3A activity allocation (synthetic), repartitioned when noted",PROPOSED_NOT_APPROVED,50.000000,CL0180,APPROVED_SYNTHETIC_PORTFOLIO
P07,P07-A7,P07-WP041,P07-CA04,P07-WP041,SOURCE_WP_SCOPE,446080,WORKDAY_OR_DELIVERABLE,"Original Phase 3A activity allocation (synthetic), repartitioned when noted",PROPOSED_NOT_APPROVED,25.000000,CL0181,APPROVED_SYNTHETIC_PORTFOLIO
P07,P07-A10,P07-WP041,P07-CA04,P07-WP041,SOURCE_WP_SCOPE,446080,WORKDAY_OR_DELIVERABLE,"Original Phase 3A activity allocation (synthetic), repartitioned when noted",PROPOSED_NOT_APPROVED,25.000000,CL0182,APPROVED_SYNTHETIC_PORTFOLIO
P07,P07-A16,P07-WP041,P07-CA04,P07-WP041,SOURCE_WP_SCOPE,892160,WEIGHTED_DELIVERABLE,"Original Phase 3A activity allocation (synthetic), repartitioned when noted",PROPOSED_NOT_APPROVED,50.000000,CL0183,APPROVED_SYNTHETIC_PORTFOLIO
P07,P07-A11,P07-WP042,P07-CA04,P07-WP042,SOURCE_WP_SCOPE,585480,QUANTITY_DRIVEN_PROVISIONAL,"Original Phase 3A activity allocation (synthetic), repartitioned when noted",PROPOSED_NOT_APPROVED,100.000000,CL0184,APPROVED_SYNTHETIC_PORTFOLIO
P07,P07-A9,P07-WP043,P07-CA04,P07-WP043,SOURCE_WP_SCOPE,83640,WORKDAY_OR_DELIVERABLE,"Original Phase 3A activity allocation (synthetic), repartitioned when noted",PROPOSED_NOT_APPROVED,20.000000,CL0185,APPROVED_SYNTHETIC_PORTFOLIO
P07,P07-A12,P07-WP043,P07-CA04,P07-WP043,SOURCE_WP_SCOPE,250920,QUANTITY_OR_WEIGHTED,"Original Phase 3A activity allocation (synthetic), repartitioned when noted",PROPOSED_NOT_APPROVED,60.000000,CL0186,APPROVED_SYNTHETIC_PORTFOLIO
P07,P07-A13,P07-WP043,P07-CA04,P07-WP043,SOURCE_WP_SCOPE,83640,WORKDAY_OR_DELIVERABLE,"Original Phase 3A activity allocation (synthetic), repartitioned when noted",PROPOSED_NOT_APPROVED,20.000000,CL0187,APPROVED_SYNTHETIC_PORTFOLIO
