Reporting_Month,Project_ID,Baseline_Monthly_PV_USD,Baseline_Cumulative_PV_USD,Scenario_Monthly_EV_USD,Scenario_Cumulative_EV_USD,Scenario_Monthly_AC_USD,Scenario_Cumulative_AC_USD,Status
2026-10,P02,0.00,8800000.00,,,,,FUTURE_BASELINE_ONLY
2026-10,P03,446599.00,18805920.00,,,,,FUTURE_BASELINE_ONLY
2026-10,P04,0.00,5500000.00,,,,,FUTURE_BASELINE_ONLY
2026-10,P05,0.00,11100000.00,,,,,FUTURE_BASELINE_ONLY
2026-10,P06,332862.00,6440000.00,,,,,FUTURE_BASELINE_ONLY
2026-10,P07,0.00,4100000.00,,,,,FUTURE_BASELINE_ONLY
2026-10,P08,568099.60,3843421.00,,,,,FUTURE_BASELINE_ONLY
2026-10,P09,1165721.15,4364882.00,,,,,FUTURE_BASELINE_ONLY
2026-10,P10,156954.00,2544120.00,,,,,FUTURE_BASELINE_ONLY
2026-10,P11,0.00,3200000.00,,,,,FUTURE_BASELINE_ONLY
2026-10,P12,51408.00,3370488.00,,,,,FUTURE_BASELINE_ONLY
2026-11,P01,0.00,7400000.00,,,,,FUTURE_BASELINE_ONLY
2026-11,P02,0.00,8800000.00,,,,,FUTURE_BASELINE_ONLY
2026-11,P03,487200.00,19293120.00,,,,,FUTURE_BASELINE_ONLY
2026-11,P04,0.00,5500000.00,,,,,FUTURE_BASELINE_ONLY
2026-11,P05,0.00,11100000.00,,,,,FUTURE_BASELINE_ONLY
2026-11,P06,253000.00,6693000.00,,,,,FUTURE_BASELINE_ONLY
2026-11,P07,0.00,4100000.00,,,,,FUTURE_BASELINE_ONLY
2026-11,P08,414000.00,4257421.00,,,,,FUTURE_BASELINE_ONLY
2026-11,P09,1097525.80,5462407.80,,,,,FUTURE_BASELINE_ONLY
2026-11,P10,99456.00,2643576.00,,,,,FUTURE_BASELINE_ONLY
2026-11,P11,0.00,3200000.00,,,,,FUTURE_BASELINE_ONLY
2026-11,P12,69768.00,3440256.00,,,,,FUTURE_BASELINE_ONLY
2026-12,P01,0.00,7400000.00,,,,,FUTURE_BASELINE_ONLY
2026-12,P02,0.00,8800000.00,,,,,FUTURE_BASELINE_ONLY
2026-12,P03,824180.00,20117300.00,,,,,FUTURE_BASELINE_ONLY
2026-12,P04,0.00,5500000.00,,,,,FUTURE_BASELINE_ONLY
2026-12,P05,0.00,11100000.00,,,,,FUTURE_BASELINE_ONLY
2026-12,P06,207000.00,6900000.00,,,,,FUTURE_BASELINE_ONLY
2026-12,P07,0.00,4100000.00,,,,,FUTURE_BASELINE_ONLY
2026-12,P08,294279.00,4551700.00,,,,,FUTURE_BASELINE_ONLY
2026-12,P09,1074527.20,6536935.00,,,,,FUTURE_BASELINE_ONLY
2026-12,P10,165673.00,2809249.00,,,,,FUTURE_BASELINE_ONLY
2026-12,P11,0.00,3200000.00,,,,,FUTURE_BASELINE_ONLY
2026-12,P12,124848.00,3565104.00,,,,,FUTURE_BASELINE_ONLY
2027-01,P01,0.00,7400000.00,,,,,FUTURE_BASELINE_ONLY
2027-01,P02,0.00,8800000.00,,,,,FUTURE_BASELINE_ONLY
2027-01,P03,182700.00,20300000.00,,,,,FUTURE_BASELINE_ONLY
2027-01,P04,0.00,5500000.00,,,,,FUTURE_BASELINE_ONLY
2027-01,P05,0.00,11100000.00,,,,,FUTURE_BASELINE_ONLY
2027-01,P06,0.00,6900000.00,,,,,FUTURE_BASELINE_ONLY
2027-01,P07,0.00,4100000.00,,,,,FUTURE_BASELINE_ONLY
2027-01,P08,48300.00,4600000.00,,,,,FUTURE_BASELINE_ONLY
2027-01,P09,419328.00,6956263.00,,,,,FUTURE_BASELINE_ONLY
2027-01,P10,99456.00,2908705.00,,,,,FUTURE_BASELINE_ONLY
2027-01,P11,0.00,3200000.00,,,,,FUTURE_BASELINE_ONLY
2027-01,P12,292943.83,3858047.83,,,,,FUTURE_BASELINE_ONLY
2027-02,P01,0.00,7400000.00,,,,,FUTURE_BASELINE_ONLY
2027-02,P02,0.00,8800000.00,,,,,FUTURE_BASELINE_ONLY
2027-02,P03,0.00,20300000.00,,,,,FUTURE_BASELINE_ONLY
2027-02,P04,0.00,5500000.00,,,,,FUTURE_BASELINE_ONLY
2027-02,P05,0.00,11100000.00,,,,,FUTURE_BASELINE_ONLY
2027-02,P06,0.00,6900000.00,,,,,FUTURE_BASELINE_ONLY
2027-02,P07,0.00,4100000.00,,,,,FUTURE_BASELINE_ONLY
2027-02,P08,0.00,4600000.00,,,,,FUTURE_BASELINE_ONLY
2027-02,P09,761837.00,7718100.00,,,,,FUTURE_BASELINE_ONLY
2027-02,P10,101354.00,3010059.00,,,,,FUTURE_BASELINE_ONLY
2027-02,P11,0.00,3200000.00,,,,,FUTURE_BASELINE_ONLY
2027-02,P12,310079.80,4168127.63,,,,,FUTURE_BASELINE_ONLY
2027-03,P01,0.00,7400000.00,,,,,FUTURE_BASELINE_ONLY
2027-03,P02,0.00,8800000.00,,,,,FUTURE_BASELINE_ONLY
2027-03,P03,0.00,20300000.00,,,,,FUTURE_BASELINE_ONLY
2027-03,P04,0.00,5500000.00,,,,,FUTURE_BASELINE_ONLY
2027-03,P05,0.00,11100000.00,,,,,FUTURE_BASELINE_ONLY
2027-03,P06,0.00,6900000.00,,,,,FUTURE_BASELINE_ONLY
2027-03,P07,0.00,4100000.00,,,,,FUTURE_BASELINE_ONLY
2027-03,P08,0.00,4600000.00,,,,,FUTURE_BASELINE_ONLY
2027-03,P09,81900.00,7800000.00,,,,,FUTURE_BASELINE_ONLY
2027-03,P10,118545.18,3128604.18,,,,,FUTURE_BASELINE_ONLY
2027-03,P11,0.00,3200000.00,,,,,FUTURE_BASELINE_ONLY
2027-03,P12,356591.77,4524719.40,,,,,FUTURE_BASELINE_ONLY
2027-04,P01,0.00,7400000.00,,,,,FUTURE_BASELINE_ONLY
2027-04,P02,0.00,8800000.00,,,,,FUTURE_BASELINE_ONLY
2027-04,P03,0.00,20300000.00,,,,,FUTURE_BASELINE_ONLY
2027-04,P04,0.00,5500000.00,,,,,FUTURE_BASELINE_ONLY
2027-04,P05,0.00,11100000.00,,,,,FUTURE_BASELINE_ONLY
2027-04,P06,0.00,6900000.00,,,,,FUTURE_BASELINE_ONLY
2027-04,P07,0.00,4100000.00,,,,,FUTURE_BASELINE_ONLY
2027-04,P08,0.00,4600000.00,,,,,FUTURE_BASELINE_ONLY
2027-04,P09,0.00,7800000.00,,,,,FUTURE_BASELINE_ONLY
2027-04,P10,108896.32,3237500.50,,,,,FUTURE_BASELINE_ONLY
2027-04,P11,0.00,3200000.00,,,,,FUTURE_BASELINE_ONLY
2027-04,P12,341087.78,4865807.18,,,,,FUTURE_BASELINE_ONLY
2027-05,P01,0.00,7400000.00,,,,,FUTURE_BASELINE_ONLY
2027-05,P02,0.00,8800000.00,,,,,FUTURE_BASELINE_ONLY
2027-05,P03,0.00,20300000.00,,,,,FUTURE_BASELINE_ONLY
2027-05,P04,0.00,5500000.00,,,,,FUTURE_BASELINE_ONLY
2027-05,P05,0.00,11100000.00,,,,,FUTURE_BASELINE_ONLY
2027-05,P06,0.00,6900000.00,,,,,FUTURE_BASELINE_ONLY
2027-05,P07,0.00,4100000.00,,,,,FUTURE_BASELINE_ONLY
2027-05,P08,0.00,4600000.00,,,,,FUTURE_BASELINE_ONLY
2027-05,P09,0.00,7800000.00,,,,,FUTURE_BASELINE_ONLY
2027-05,P10,186088.50,3423589.00,,,,,FUTURE_BASELINE_ONLY
2027-05,P11,0.00,3200000.00,,,,,FUTURE_BASELINE_ONLY
2027-05,P12,124032.82,4989840.00,,,,,FUTURE_BASELINE_ONLY
2027-06,P01,0.00,7400000.00,,,,,FUTURE_BASELINE_ONLY
2027-06,P02,0.00,8800000.00,,,,,FUTURE_BASELINE_ONLY
2027-06,P03,0.00,20300000.00,,,,,FUTURE_BASELINE_ONLY
2027-06,P04,0.00,5500000.00,,,,,FUTURE_BASELINE_ONLY
2027-06,P05,0.00,11100000.00,,,,,FUTURE_BASELINE_ONLY
2027-06,P06,0.00,6900000.00,,,,,FUTURE_BASELINE_ONLY
2027-06,P07,0.00,4100000.00,,,,,FUTURE_BASELINE_ONLY
2027-06,P08,0.00,4600000.00,,,,,FUTURE_BASELINE_ONLY
2027-06,P09,0.00,7800000.00,,,,,FUTURE_BASELINE_ONLY
2027-06,P10,82706.00,3506295.00,,,,,FUTURE_BASELINE_ONLY
2027-06,P11,0.00,3200000.00,,,,,FUTURE_BASELINE_ONLY
2027-06,P12,110160.00,5100000.00,,,,,FUTURE_BASELINE_ONLY
2027-07,P01,0.00,7400000.00,,,,,FUTURE_BASELINE_ONLY
2027-07,P02,0.00,8800000.00,,,,,FUTURE_BASELINE_ONLY
2027-07,P03,0.00,20300000.00,,,,,FUTURE_BASELINE_ONLY
2027-07,P04,0.00,5500000.00,,,,,FUTURE_BASELINE_ONLY
2027-07,P05,0.00,11100000.00,,,,,FUTURE_BASELINE_ONLY
2027-07,P06,0.00,6900000.00,,,,,FUTURE_BASELINE_ONLY
2027-07,P07,0.00,4100000.00,,,,,FUTURE_BASELINE_ONLY
2027-07,P08,0.00,4600000.00,,,,,FUTURE_BASELINE_ONLY
2027-07,P09,0.00,7800000.00,,,,,FUTURE_BASELINE_ONLY
2027-07,P10,160405.00,3666700.00,,,,,FUTURE_BASELINE_ONLY
2027-07,P11,0.00,3200000.00,,,,,FUTURE_BASELINE_ONLY
2027-07,P12,0.00,5100000.00,,,,,FUTURE_BASELINE_ONLY
2027-08,P01,0.00,7400000.00,,,,,FUTURE_BASELINE_ONLY
2027-08,P02,0.00,8800000.00,,,,,FUTURE_BASELINE_ONLY
2027-08,P03,0.00,20300000.00,,,,,FUTURE_BASELINE_ONLY
2027-08,P04,0.00,5500000.00,,,,,FUTURE_BASELINE_ONLY
2027-08,P05,0.00,11100000.00,,,,,FUTURE_BASELINE_ONLY
2027-08,P06,0.00,6900000.00,,,,,FUTURE_BASELINE_ONLY
2027-08,P07,0.00,4100000.00,,,,,FUTURE_BASELINE_ONLY
2027-08,P08,0.00,4600000.00,,,,,FUTURE_BASELINE_ONLY
2027-08,P09,0.00,7800000.00,,,,,FUTURE_BASELINE_ONLY
2027-08,P10,33300.00,3700000.00,,,,,FUTURE_BASELINE_ONLY
2027-08,P11,0.00,3200000.00,,,,,FUTURE_BASELINE_ONLY
2027-08,P12,0.00,5100000.00,,,,,FUTURE_BASELINE_ONLY
2027-09,P01,0.00,7400000.00,,,,,FUTURE_BASELINE_ONLY
2027-09,P02,0.00,8800000.00,,,,,FUTURE_BASELINE_ONLY
2027-09,P03,0.00,20300000.00,,,,,FUTURE_BASELINE_ONLY
2027-09,P04,0.00,5500000.00,,,,,FUTURE_BASELINE_ONLY
2027-09,P05,0.00,11100000.00,,,,,FUTURE_BASELINE_ONLY
2027-09,P06,0.00,6900000.00,,,,,FUTURE_BASELINE_ONLY
2027-09,P07,0.00,4100000.00,,,,,FUTURE_BASELINE_ONLY
2027-09,P08,0.00,4600000.00,,,,,FUTURE_BASELINE_ONLY
2027-09,P09,0.00,7800000.00,,,,,FUTURE_BASELINE_ONLY
2027-09,P10,0.00,3700000.00,,,,,FUTURE_BASELINE_ONLY
2027-09,P11,0.00,3200000.00,,,,,FUTURE_BASELINE_ONLY
2027-09,P12,0.00,5100000.00,,,,,FUTURE_BASELINE_ONLY
2027-10,P01,0.00,7400000.00,,,,,FUTURE_BASELINE_ONLY
2027-10,P02,0.00,8800000.00,,,,,FUTURE_BASELINE_ONLY
2027-10,P03,0.00,20300000.00,,,,,FUTURE_BASELINE_ONLY
2027-10,P04,0.00,5500000.00,,,,,FUTURE_BASELINE_ONLY
2027-10,P05,0.00,11100000.00,,,,,FUTURE_BASELINE_ONLY
2027-10,P06,0.00,6900000.00,,,,,FUTURE_BASELINE_ONLY
2027-10,P07,0.00,4100000.00,,,,,FUTURE_BASELINE_ONLY
2027-10,P08,0.00,4600000.00,,,,,FUTURE_BASELINE_ONLY
2027-10,P09,0.00,7800000.00,,,,,FUTURE_BASELINE_ONLY
2027-10,P10,0.00,3700000.00,,,,,FUTURE_BASELINE_ONLY
2027-10,P11,0.00,3200000.00,,,,,FUTURE_BASELINE_ONLY
2027-10,P12,0.00,5100000.00,,,,,FUTURE_BASELINE_ONLY
2027-11,P01,0.00,7400000.00,,,,,FUTURE_BASELINE_ONLY
2027-11,P02,0.00,8800000.00,,,,,FUTURE_BASELINE_ONLY
2027-11,P03,0.00,20300000.00,,,,,FUTURE_BASELINE_ONLY
2027-11,P04,0.00,5500000.00,,,,,FUTURE_BASELINE_ONLY
2027-11,P05,0.00,11100000.00,,,,,FUTURE_BASELINE_ONLY
2027-11,P06,0.00,6900000.00,,,,,FUTURE_BASELINE_ONLY
2027-11,P07,0.00,4100000.00,,,,,FUTURE_BASELINE_ONLY
2027-11,P08,0.00,4600000.00,,,,,FUTURE_BASELINE_ONLY
2027-11,P09,0.00,7800000.00,,,,,FUTURE_BASELINE_ONLY
2027-11,P10,0.00,3700000.00,,,,,FUTURE_BASELINE_ONLY
2027-11,P11,0.00,3200000.00,,,,,FUTURE_BASELINE_ONLY
2027-11,P12,0.00,5100000.00,,,,,FUTURE_BASELINE_ONLY
2027-12,P01,0.00,7400000.00,,,,,FUTURE_BASELINE_ONLY
2027-12,P02,0.00,8800000.00,,,,,FUTURE_BASELINE_ONLY
2027-12,P03,0.00,20300000.00,,,,,FUTURE_BASELINE_ONLY
2027-12,P04,0.00,5500000.00,,,,,FUTURE_BASELINE_ONLY
2027-12,P05,0.00,11100000.00,,,,,FUTURE_BASELINE_ONLY
2027-12,P06,0.00,6900000.00,,,,,FUTURE_BASELINE_ONLY
2027-12,P07,0.00,4100000.00,,,,,FUTURE_BASELINE_ONLY
2027-12,P08,0.00,4600000.00,,,,,FUTURE_BASELINE_ONLY
2027-12,P09,0.00,7800000.00,,,,,FUTURE_BASELINE_ONLY
2027-12,P10,0.00,3700000.00,,,,,FUTURE_BASELINE_ONLY
2027-12,P11,0.00,3200000.00,,,,,FUTURE_BASELINE_ONLY
2027-12,P12,0.00,5100000.00,,,,,FUTURE_BASELINE_ONLY
